"","query","pre_id","weight","n","type","xyz"
"53","720575940629805196","720575940622396967",29,1,NA,NA
"54","720575940634330231","720575940614656797",29,1,NA,NA
"55","720575940634330231","720575940614897693",29,1,NA,NA
"56","720575940634330231","720575940626745935",29,1,NA,NA
"57","720575940629805196","720575940606399010",28,1,NA,NA
"58","720575940629805196","720575940609565168",28,1,"M_lvPNm41","(117584.1, 62372.7075, 1579)"
"59","720575940629805196","720575940610121477",28,1,NA,NA
"60","720575940629805196","720575940617661225",28,1,NA,NA
"61","720575940629805196","720575940627301242",28,1,"VA3_adPN","(118457.175, 60349.825, 1324)"
"62","720575940634330231","720575940614430749",28,1,NA,NA
"63","720575940629805196","720575940613334175",27,1,"DN","(131403, 79613, 5798)"
"64","720575940634330231","720575940614432029",27,1,NA,NA
"65","720575940634330231","720575940614616605",27,1,NA,NA
"66","720575940629805196","720575940630487507",26,1,"M_adPNm8","(115504.235, 57215.0675, 1643)"
"67","720575940634330231","720575940625497344",26,1,NA,NA
"68","720575940629805196","720575940606971605",25,1,NA,NA
"69","720575940629805196","720575940624829536",25,1,NA,NA
"70","720575940629805196","720575940626116880",25,1,"M_l2PNl21","(117496.6325, 66331.25, 2228)"
"71","720575940629805196","720575940634710643",25,1,NA,NA
"72","720575940629805196","720575940657937793",25,1,NA,NA
"73","720575940634330231","720575940629048160",25,1,NA,NA
"74","720575940634330231","720575940635411445",25,1,NA,NA
"75","720575940634330231","720575940614884381",24,1,NA,NA
"76","720575940629805196","720575940628933829",23,1,NA,NA
"77","720575940634330231","720575940612453794",22,1,NA,NA
"78","720575940629805196","720575940625542929",21,1,"lLN2F_b","(115253.65, 57891.585, 1438)"
"79","720575940629805196","720575940630007948",21,1,"lLN2T_c","(113494.5, 57781.75, 1396)"
"80","720575940629805196","720575940626314000",20,1,"M_l2PNl23","(117239.54, 66138.1175, 2383)"
"81","720575940634330231","720575940623988480",20,1,NA,NA
"82","720575940629805196","720575940623167821",19,1,NA,NA
"83","720575940629805196","720575940631695293",19,1,NA,NA
"84","720575940629805196","720575940632932797",19,1,NA,NA
"85","720575940629805196","720575940646048129",19,1,NA,NA
"86","720575940634330231","720575940617542277",19,1,NA,NA
"87","720575940629805196","720575940629203552",18,1,"ORN_DC4","(123328.915, 52035.755, 1558)"
"88","720575940629805196","720575940630994071",18,1,NA,NA
"89","720575940629805196","720575940634666355",18,1,"DM3_adPN","(123061.86, 59640.07, 1522)"
"90","720575940634330231","720575940614430237",18,1,NA,NA
"91","720575940634330231","720575940626158407",18,1,NA,NA
"92","720575940634330231","720575940632341399",18,1,NA,NA
"93","720575940634330231","720575940633030751",18,1,NA,NA
"94","720575940629805196","720575940606460508",17,1,NA,NA
"95","720575940629805196","720575940609602589",17,1,NA,NA
"96","720575940629805196","720575940611526552",17,1,NA,NA
"97","720575940629805196","720575940615096891",17,1,"M_spPN4t9","(120907, 62679.8, 2328)"
"98","720575940634330231","720575940617090949",17,1,NA,NA
"99","720575940634330231","720575940629337159",17,1,NA,NA
"100","720575940634330231","720575940629452359",17,1,NA,NA
"101","720575940634330231","720575940629454151",17,1,NA,NA
"102","720575940634330231","720575940637391523",17,1,NA,NA
"103","720575940634330231","720575940647678329",17,1,NA,NA
"104","720575940629805196","720575940607978786",16,1,NA,NA
"105","720575940629805196","720575940617706793",16,1,NA,NA
"106","720575940629805196","720575940625965544",16,1,NA,NA
"107","720575940629805196","720575940596392902",15,1,NA,NA
"108","720575940629805196","720575940604128285",15,1,NA,NA
"109","720575940629805196","720575940611035677",15,1,NA,NA
"110","720575940629805196","720575940613862854",15,1,NA,NA
"111","720575940629805196","720575940615330265",15,1,NA,NA
"112","720575940629805196","720575940617392937",15,1,NA,NA
"113","720575940629805196","720575940617963305",15,1,"ORN_DM1","(128187, 53724.75, 1713)"
"114","720575940629805196","720575940621835005",15,1,NA,NA
"115","720575940629805196","720575940622143997",15,1,"DP1l_adPN","(117816.53, 63826.1675, 2069)"
"116","720575940629805196","720575940622539244",15,1,NA,NA
"117","720575940629805196","720575940630401469",15,1,NA,NA
"118","720575940629805196","720575940630757821",15,1,NA,NA
"119","720575940629805196","720575940631605693",15,1,NA,NA
"120","720575940634330231","720575940626692096",15,1,NA,NA
"121","720575940629805196","720575940611035165",14,1,NA,NA
"122","720575940629805196","720575940614035829",14,1,"D_adPN","(117923.11, 55977.6525, 1324)"
"123","720575940629805196","720575940615558557",14,1,"DL1_adPN","(115394.445, 54068.9425, 1309)"
"124","720575940629805196","720575940617286021",14,1,NA,NA
"125","720575940629805196","720575940621804981",14,1,NA,NA
"126","720575940629805196","720575940624549763",14,1,NA,NA
"127","720575940629805196","720575940628471660",14,1,NA,NA
"128","720575940629805196","720575940629232573",14,1,NA,NA
"129","720575940629805196","720575940631694525",14,1,NA,NA
"130","720575940629805196","720575940645321348",14,1,"DC1_adPN","(117804.305, 58463.505, 1457)"
"131","720575940634330231","720575940618392710",14,1,"v2LN3A","(114160.0075, 59999.3, 1765)"
"132","720575940634330231","720575940621461651",14,1,NA,NA
"133","720575940629805196","720575940607978274",13,1,NA,NA
"134","720575940629805196","720575940611072995",13,1,NA,NA
"135","720575940629805196","720575940614640925",13,1,NA,NA
"136","720575940629805196","720575940614854185",13,1,NA,NA
"137","720575940629805196","720575940616699177",13,1,NA,NA
"138","720575940629805196","720575940622078793",13,1,NA,NA
"139","720575940629805196","720575940629190333",13,1,NA,NA
"140","720575940629805196","720575940631626685",13,1,NA,NA
"141","720575940629805196","720575940632884669",13,1,NA,NA
"142","720575940629805196","720575940638382280",13,1,NA,NA
"143","720575940634330231","720575940618027856",13,1,NA,NA
"144","720575940634330231","720575940629061728",13,1,NA,NA
"145","720575940634330231","720575940631523061",13,1,NA,NA
"146","720575940634330231","720575940634972528",13,1,NA,NA
"147","720575940629805196","720575940605593634",12,1,NA,NA
"148","720575940629805196","720575940615484601",12,1,NA,NA
"149","720575940629805196","720575940620629128",12,1,NA,NA
"150","720575940629805196","720575940621575216",12,1,NA,NA
"151","720575940629805196","720575940622671764",12,1,NA,NA
"152","720575940629805196","720575940630140861",12,1,NA,NA
"153","720575940629805196","720575940630147773",12,1,NA,NA
"154","720575940629805196","720575940630384573",12,1,NA,NA
"155","720575940629805196","720575940631794109",12,1,NA,NA
"156","720575940629805196","720575940634823283",12,1,NA,NA
"157","720575940629805196","720575940637647232",12,1,"M_adPNm6","(115475.5075, 57656.145, 1644)"
"158","720575940629805196","720575940645880961",12,1,NA,NA
"159","720575940634330231","720575940620391148",12,1,NA,NA
"160","720575940634330231","720575940626248522",12,1,NA,NA
"161","720575940634330231","720575940626913127",12,1,NA,NA
"162","720575940629805196","720575940605668642",11,1,NA,NA
"163","720575940629805196","720575940607803938",11,1,"ORN_DC1","(120392.4, 53224.88, 798)"
"164","720575940629805196","720575940610748950",11,1,NA,NA
"165","720575940629805196","720575940612325056",11,1,"M_lvPNm42","(115741.2425, 62564.695, 1491)"
"166","720575940629805196","720575940615706096",11,1,NA,NA
"167","720575940629805196","720575940616504617",11,1,NA,NA
"168","720575940629805196","720575940617419049",11,1,NA,NA
"169","720575940629805196","720575940620197000",11,1,NA,NA
"170","720575940629805196","720575940626441577",11,1,NA,NA
"171","720575940629805196","720575940630525161",11,1,NA,NA
"172","720575940629805196","720575940631151549",11,1,NA,NA
"173","720575940629805196","720575940633428533",11,1,NA,NA
"174","720575940629805196","720575940637785507",11,1,"M_l2PNl20","(116346.89, 66924.05, 2106)"
"175","720575940634330231","720575940607779782",11,1,NA,NA
"176","720575940634330231","720575940615448299",11,1,NA,NA
"177","720575940634330231","720575940617606014",11,1,NA,NA
"178","720575940629805196","720575940606949589",10,1,NA,NA
"179","720575940629805196","720575940609899053",10,1,NA,NA
"180","720575940629805196","720575940613106191",10,1,NA,NA
"181","720575940629805196","720575940613901362",10,1,"VC5_adPN","(100376.11, 32539.92, 4572)"
"182","720575940629805196","720575940615799024",10,1,NA,NA
"183","720575940629805196","720575940618447787",10,1,NA,NA
"184","720575940629805196","720575940618782838",10,1,NA,NA
"185","720575940629805196","720575940621286291",10,1,NA,NA
"186","720575940629805196","720575940624836745",10,1,NA,NA
"187","720575940629805196","720575940626248266",10,1,NA,NA
"188","720575940629805196","720575940630516669",10,1,NA,NA
"189","720575940629805196","720575940631683517",10,1,NA,NA
"190","720575940629805196","720575940633413565",10,1,NA,NA
"191","720575940629805196","720575940635558889",10,1,"DL1_adPN","(97612.85, 33646.9225, 4430)"
"192","720575940629805196","720575940642156823",10,1,NA,NA
"193","720575940629805196","720575940642614308",10,1,"lLN2F_b","(118348.95, 60771.425, 1476)"
"194","720575940634330231","720575940606530330",10,1,NA,NA
"195","720575940634330231","720575940613444914",10,1,NA,NA
"196","720575940634330231","720575940615484601",10,1,NA,NA
"197","720575940634330231","720575940615680243",10,1,NA,NA
"198","720575940634330231","720575940618380807",10,1,NA,NA
"199","720575940634330231","720575940627449900",10,1,NA,NA
"200","720575940629805196","720575940604127261",9,1,NA,NA
"201","720575940629805196","720575940608139549",9,1,NA,NA
"202","720575940629805196","720575940609112530",9,1,NA,NA
"203","720575940629805196","720575940613520287",9,1,"lLN2P_c","(112816.8825, 57078.0625, 1421)"
"204","720575940629805196","720575940614430749",9,1,NA,NA
"205","720575940629805196","720575940615741936",9,1,NA,NA
"206","720575940629805196","720575940617560873",9,1,NA,NA
"207","720575940629805196","720575940617705769",9,1,NA,NA
"208","720575940629805196","720575940618179675",9,1,"v2LN41","(114751.5, 61077.25, 1881)"
"209","720575940629805196","720575940620063009",9,1,NA,NA
"210","720575940629805196","720575940625867004",9,1,"M_adPNm8","(116347.375, 57417, 1643)"
"211","720575940629805196","720575940634697269",9,1,NA,NA
"212","720575940629805196","720575940635443827",9,1,NA,NA
"213","720575940634330231","720575940610053605",9,1,NA,NA
"214","720575940634330231","720575940619067764",9,1,NA,NA
"215","720575940634330231","720575940622078793",9,1,NA,NA
"216","720575940634330231","720575940623796030",9,1,NA,NA
"217","720575940634330231","720575940624404320",9,1,NA,NA
"218","720575940634330231","720575940625613383",9,1,NA,NA
"219","720575940634330231","720575940628119127",9,1,NA,NA
"220","720575940629805196","720575940603906225",8,1,NA,NA
"221","720575940629805196","720575940610077337",8,1,"M_adPNm7","(115898.975, 57115.035, 1627)"
"222","720575940629805196","720575940611030557",8,1,NA,NA
"223","720575940629805196","720575940611557928",8,1,NA,NA
"224","720575940629805196","720575940614069551",8,1,NA,NA
"225","720575940629805196","720575940614383477",8,1,"lLN2F_a","(116730.25, 61743.25, 1593)"
"226","720575940629805196","720575940614706729",8,1,NA,NA
"227","720575940629805196","720575940615861321",8,1,NA,NA
"228","720575940629805196","720575940617337048",8,1,"M_lvPNm41","(117845.945, 62314.175, 1624)"
"229","720575940629805196","720575940617706025",8,1,NA,NA
"230","720575940629805196","720575940617949737",8,1,NA,NA
"231","720575940629805196","720575940620152140",8,1,NA,NA
"232","720575940629805196","720575940620733320",8,1,"M_adPNm4","(113006.4375, 59336.9525, 1655)"
"233","720575940629805196","720575940622176329",8,1,"CSD","(121294.025, 34779.675, 4022)"
"234","720575940629805196","720575940622204936",8,1,NA,NA
"235","720575940629805196","720575940624455806",8,1,NA,NA
"236","720575940629805196","720575940625259913",8,1,NA,NA
"237","720575940629805196","720575940625627023",8,1,"VP1l+_lvPN","(118895.47, 61280.72, 2138)"
"238","720575940629805196","720575940625961546",8,1,"DM1_lPN","(124092.405, 58908.875, 1673)"
"239","720575940629805196","720575940627606483",8,1,"VM5d_adPN","(110241.04, 33335.6125, 4740)"
"240","720575940629805196","720575940629048160",8,1,NA,NA
"241","720575940629805196","720575940629103691",8,1,NA,NA
"242","720575940629805196","720575940629656765",8,1,NA,NA
"243","720575940629805196","720575940630561213",8,1,NA,NA
"244","720575940629805196","720575940630696877",8,1,NA,NA
"245","720575940629805196","720575940633030751",8,1,NA,NA
"246","720575940629805196","720575940635028595",8,1,NA,NA
"247","720575940629805196","720575940646517625",8,1,"DL2v_adPN","(114450.1875, 56692.505, 1551)"
"248","720575940634330231","720575940603948478",8,1,"M_l2PNl20_L","146467, 68204, 1792"
"249","720575940634330231","720575940606937045",8,1,NA,NA
"250","720575940634330231","720575940609115602",8,1,NA,NA
"251","720575940634330231","720575940614013126",8,1,"HRN_VP4","(120629.25, 58489, 2058)"
"252","720575940634330231","720575940616923013",8,1,NA,NA
"253","720575940634330231","720575940617540229",8,1,NA,NA
"254","720575940634330231","720575940620026700",8,1,NA,NA
"255","720575940634330231","720575940620349420",8,1,NA,NA
"256","720575940634330231","720575940624731962",8,1,NA,NA
"257","720575940634330231","720575940628335724",8,1,NA,NA
"258","720575940634330231","720575940631672253",8,1,NA,NA
"259","720575940629805196","720575940594430875",7,1,NA,NA
"260","720575940629805196","720575940605678626",7,1,NA,NA
"261","720575940629805196","720575940605984546",7,1,NA,NA
"262","720575940629805196","720575940606244642",7,1,NA,NA
"263","720575940629805196","720575940608731902",7,1,NA,NA
"264","720575940629805196","720575940609008418",7,1,NA,NA
"265","720575940629805196","720575940610247594",7,1,NA,NA
"266","720575940629805196","720575940611637765",7,1,NA,NA
"267","720575940629805196","720575940614884381",7,1,NA,NA
"268","720575940629805196","720575940615846985",7,1,NA,NA
"269","720575940629805196","720575940615962013",7,1,NA,NA
"270","720575940629805196","720575940618305556",7,1,"lLN2T_e","(115933.625, 61489.2225, 1544)"
"271","720575940629805196","720575940618411867",7,1,NA,NA
"272","720575940629805196","720575940618596955",7,1,NA,NA
"273","720575940629805196","720575940619094646",7,1,NA,NA
"274","720575940629805196","720575940619177398",7,1,"lLN2P_a","(112861, 57440.75, 1405)"
"275","720575940629805196","720575940619711657",7,1,NA,NA
"276","720575940629805196","720575940619902281",7,1,NA,NA
"277","720575940629805196","720575940621331859",7,1,NA,NA
"278","720575940629805196","720575940621618396",7,1,NA,NA
"279","720575940629805196","720575940624738200",7,1,NA,NA
"280","720575940629805196","720575940625737988",7,1,"DC4_adPN","(101428.225, 32414.36, 4535)"
"281","720575940629805196","720575940627841491",7,1,"DM6_adPN","(95666.4, 34648.7425, 4387)"
"282","720575940629805196","720575940628549750",7,1,"VA4_lPN","(115986.1325, 61937.495, 1457)"
"283","720575940629805196","720575940630353085",7,1,NA,NA
"284","720575940629805196","720575940630424553",7,1,NA,NA
"285","720575940629805196","720575940631599293",7,1,NA,NA
"286","720575940629805196","720575940633054059",7,1,"lLN2T_a","(118071, 58317.25, 1379)"
"287","720575940629805196","720575940634820720",7,1,NA,NA
"288","720575940629805196","720575940635039859",7,1,NA,NA
"289","720575940634330231","720575940611594477",7,1,NA,NA
"290","720575940634330231","720575940612029491",7,1,NA,NA
"291","720575940634330231","720575940614456093",7,1,NA,NA
"292","720575940634330231","720575940615246686",7,1,NA,NA
"293","720575940634330231","720575940616650227",7,1,NA,NA
"294","720575940634330231","720575940619841285",7,1,NA,NA
"295","720575940634330231","720575940620885309",7,1,NA,NA
"296","720575940634330231","720575940624171838",7,1,"M_spPN4t9_L","141877, 66873, 2125"
"297","720575940634330231","720575940625257810",7,1,NA,NA
"298","720575940634330231","720575940626116880",7,1,"M_l2PNl21","(117496.6325, 66331.25, 2228)"
"299","720575940634330231","720575940626961767",7,1,NA,NA
"300","720575940634330231","720575940628340132",7,1,NA,NA
"301","720575940634330231","720575940642287127",7,1,NA,NA
"302","720575940629805196","720575940587695046",6,1,NA,NA
"303","720575940629805196","720575940605679138",6,1,NA,NA
"304","720575940629805196","720575940607939899",6,1,NA,NA
"305","720575940629805196","720575940608510150",6,1,NA,NA
"306","720575940629805196","720575940608707192",6,1,NA,NA
"307","720575940629805196","720575940609115602",6,1,NA,NA
"308","720575940629805196","720575940609146574",6,1,"M_vPNml71","(115619.805, 58567.915, 1680)"
"309","720575940629805196","720575940609315534",6,1,NA,NA
"310","720575940629805196","720575940609963269",6,1,NA,NA
"311","720575940629805196","720575940611032861",6,1,NA,NA
"312","720575940629805196","720575940611034653",6,1,NA,NA
"313","720575940629805196","720575940611631689",6,1,NA,NA
"314","720575940629805196","720575940614882333",6,1,NA,NA
"315","720575940629805196","720575940615237849",6,1,"VC2_lPN","(116579.695, 61446.8825, 1488)"
"316","720575940629805196","720575940615329236",6,1,NA,NA
"317","720575940629805196","720575940615609840",6,1,NA,NA
"318","720575940629805196","720575940615749872",6,1,NA,NA
"319","720575940629805196","720575940616857897",6,1,NA,NA
"320","720575940629805196","720575940616976937",6,1,NA,NA
"321","720575940629805196","720575940617155205",6,1,NA,NA
"322","720575940629805196","720575940617539187",6,1,NA,NA
"323","720575940629805196","720575940617579305",6,1,NA,NA
"324","720575940629805196","720575940617706537",6,1,NA,NA
"325","720575940629805196","720575940617990480",6,1,NA,NA
"326","720575940629805196","720575940618078512",6,1,NA,NA
"327","720575940629805196","720575940618818982",6,1,NA,NA
"328","720575940629805196","720575940619229513",6,1,NA,NA
"329","720575940629805196","720575940619663966",6,1,"VP2_adPN","(103905.905, 34128.5825, 4652)"
"330","720575940629805196","720575940619844744",6,1,NA,NA
"331","720575940629805196","720575940619900745",6,1,NA,NA
"332","720575940629805196","720575940620909848",6,1,NA,NA
"333","720575940629805196","720575940620915917",6,1,NA,NA
"334","720575940629805196","720575940621361927",6,1,"DC3_adPN","(116603.93, 58878.9325, 1192)"
"335","720575940629805196","720575940623353488",6,1,NA,NA
"336","720575940629805196","720575940626542891",6,1,"DL5_adPN","(97261.28, 33099.53, 4554)"
"337","720575940629805196","720575940629115325",6,1,NA,NA
"338","720575940629805196","720575940629127243",6,1,NA,NA
"339","720575940629805196","720575940630002828",6,1,NA,NA
"340","720575940629805196","720575940630419901",6,1,NA,NA
"341","720575940629805196","720575940631625405",6,1,NA,NA
"342","720575940629805196","720575940632388270",6,1,"VP1m_l2PN","(116893, 65962.235, 2392)"
"343","720575940629805196","720575940632897725",6,1,NA,NA
"344","720575940629805196","720575940632902333",6,1,NA,NA
"345","720575940629805196","720575940632909757",6,1,NA,NA
"346","720575940629805196","720575940652618145",6,1,NA,NA
"347","720575940634330231","720575940603602919",6,1,NA,NA
"348","720575940634330231","720575940603812614",6,1,NA,NA
"349","720575940634330231","720575940611223325",6,1,NA,NA
"350","720575940634330231","720575940612197374",6,1,NA,NA
"351","720575940634330231","720575940614652155",6,1,NA,NA
"352","720575940634330231","720575940617205809",6,1,NA,NA
"353","720575940634330231","720575940617235928",6,1,NA,NA
"354","720575940634330231","720575940618032688",6,1,NA,NA
"355","720575940634330231","720575940618131207",6,1,NA,NA
"356","720575940634330231","720575940618512624",6,1,NA,NA
"357","720575940634330231","720575940618793438",6,1,NA,NA
"358","720575940634330231","720575940620137693",6,1,NA,NA
"359","720575940634330231","720575940620496015",6,1,NA,NA
"360","720575940634330231","720575940622504435",6,1,NA,NA
"361","720575940634330231","720575940623977598",6,1,NA,NA
"362","720575940634330231","720575940624875416",6,1,"HRN_VP4","(124938.845, 56964.9375, 2071)"
"363","720575940634330231","720575940625231872",6,1,NA,NA
"364","720575940634330231","720575940626498320",6,1,NA,NA
"365","720575940634330231","720575940626619179",6,1,NA,NA
"366","720575940634330231","720575940628471660",6,1,NA,NA
"367","720575940634330231","720575940633543672",6,1,NA,NA
"368","720575940634330231","720575940634706803",6,1,NA,NA
"369","720575940634330231","720575940635434867",6,1,NA,NA
"370","720575940634330231","720575940635703871",6,1,NA,NA
