"","query","post_id","weight","n","type","xyz"
"40","720575940629805196","720575940611933905",26,1,"M_vPNml50_L","156437, 46637, 2817"
"41","720575940629805196","720575940610247594",25,1,NA,NA
"42","720575940629805196","720575940642962286",25,1,NA,NA
"43","720575940634330231","720575940622176329",25,1,"CSD","(121294.025, 34779.675, 4022)"
"44","720575940629805196","720575940626961767",24,1,NA,NA
"45","720575940634330231","720575940603948478",24,1,"M_l2PNl20_L","146467, 68204, 1792"
"46","720575940629805196","720575940619890270",23,1,NA,NA
"47","720575940629805196","720575940619141814",22,1,"M_lvPNm24_L","143438, 64279, 1549"
"48","720575940629805196","720575940620311773",22,1,NA,NA
"49","720575940629805196","720575940624724101",22,1,NA,NA
"50","720575940634330231","720575940617664118",22,1,NA,NA
"51","720575940634330231","720575940634820720",21,1,NA,NA
"52","720575940629805196","720575940618855344",20,1,"M_lvPNm25_L","147380, 65181, 1605"
"53","720575940629805196","720575940632555159",19,1,NA,NA
"54","720575940629805196","720575940644961156",19,1,NA,NA
"55","720575940634330231","720575940617683505",19,1,"M_lvPNm24","(120232.475, 62621.7425, 2106)"
"56","720575940634330231","720575940623475600",19,1,"M_l2PN3t18","(114949.89, 66692.65, 2121)"
"57","720575940634330231","720575940634666355",19,1,"DM3_adPN","(123061.86, 59640.07, 1522)"
"58","720575940634330231","720575940637281725",19,1,"OA-VUMa2","(131824.4375, 71616.805, 3521)"
"59","720575940629805196","720575940598330604",18,1,NA,NA
"60","720575940629805196","720575940628335724",18,1,NA,NA
"61","720575940634330231","720575940618084545",18,1,NA,NA
"62","720575940634330231","720575940625867004",18,1,"M_adPNm8","(116347.375, 57417, 1643)"
"63","720575940634330231","720575940626314000",18,1,"M_l2PNl23","(117239.54, 66138.1175, 2383)"
"64","720575940634330231","720575940627887164",18,1,NA,NA
"65","720575940634330231","720575940633934191",18,1,NA,NA
"66","720575940634330231","720575940631218899",17,1,"VC3l_adPN","(121776.78, 59531.1125, 1514)"
"67","720575940634330231","720575940643268206",17,1,"M_vPNml50","(119828.6, 60110.2925, 1919)"
"68","720575940629805196","720575940606937045",16,1,NA,NA
"69","720575940629805196","720575940611702737",16,1,NA,NA
"70","720575940629805196","720575940621151017",16,1,NA,NA
"71","720575940629805196","720575940633030751",16,1,NA,NA
"72","720575940634330231","720575940617781383",16,1,NA,NA
"73","720575940634330231","720575940628549750",16,1,"VA4_lPN","(115986.1325, 61937.495, 1457)"
"74","720575940629805196","720575940592861192",15,1,NA,NA
"75","720575940629805196","720575940620826155",15,1,NA,NA
"76","720575940629805196","720575940623936356",15,1,NA,NA
"77","720575940629805196","720575940625813248",15,1,NA,NA
"78","720575940629805196","720575940637281725",15,1,"OA-VUMa2","(131824.4375, 71616.805, 3521)"
"79","720575940629805196","720575940637785507",15,1,"M_l2PNl20","(116346.89, 66924.05, 2106)"
"80","720575940629805196","720575940642704407",15,1,NA,NA
"81","720575940634330231","720575940606460508",15,1,NA,NA
"82","720575940634330231","720575940618577173",15,1,NA,NA
"83","720575940634330231","720575940624076730",15,1,NA,NA
"84","720575940634330231","720575940625961546",15,1,"DM1_lPN","(124092.405, 58908.875, 1673)"
"85","720575940634330231","720575940630352467",15,1,"M_adPNm5","(125079.585, 58909.85, 2231)"
"86","720575940634330231","720575940634406030",15,1,"M_l2PNm15","(110724.985, 63822.395, 1842)"
"87","720575940629805196","720575940624965406",14,1,NA,NA
"88","720575940629805196","720575940625801728",14,1,NA,NA
"89","720575940629805196","720575940631161570",14,1,NA,NA
"90","720575940634330231","720575940611303377",14,1,"VC3m_lvPN","(120102.39, 62127.7625, 2070)"
"91","720575940634330231","720575940620732696",14,1,"M_vPNml72","(117772.07, 59913.985, 1955)"
"92","720575940634330231","720575940625542929",14,1,"lLN2F_b","(115253.65, 57891.585, 1438)"
"93","720575940634330231","720575940630487507",14,1,"M_adPNm8","(115504.235, 57215.0675, 1643)"
"94","720575940634330231","720575940643267950",14,1,"M_vPNml50","(118190.445, 60474.0475, 1683)"
"95","720575940629805196","720575940575938848",13,1,NA,NA
"96","720575940629805196","720575940592343286",13,1,NA,NA
"97","720575940629805196","720575940605930861",13,1,NA,NA
"98","720575940629805196","720575940630065768",13,1,"OA-VUMa2","(132230.5, 72240.75, 4239)"
"99","720575940634330231","720575940591097469",13,1,NA,NA
"100","720575940634330231","720575940603654448",13,1,NA,NA
"101","720575940634330231","720575940612483264",13,1,"VC3l_adPN","(109846.1175, 32185.6675, 4564)"
"102","720575940634330231","720575940618392710",13,1,"v2LN3A","(114160.0075, 59999.3, 1765)"
"103","720575940634330231","720575940620311773",13,1,NA,NA
"104","720575940634330231","720575940624945182",13,1,"M_adPNm8","(115658.265, 56608.145, 1617)"
"105","720575940634330231","720575940630065768",13,1,"OA-VUMa2","(132230.5, 72240.75, 4239)"
"106","720575940634330231","720575940637647232",13,1,"M_adPNm6","(115475.5075, 57656.145, 1644)"
"107","720575940629805196","720575940605735584",12,1,NA,NA
"108","720575940629805196","720575940610442264",12,1,NA,NA
"109","720575940629805196","720575940617642832",12,1,NA,NA
"110","720575940629805196","720575940631996288",12,1,NA,NA
"111","720575940634330231","720575940615680243",12,1,NA,NA
"112","720575940634330231","720575940616066121",12,1,NA,NA
"113","720575940634330231","720575940640018376",12,1,NA,NA
"114","720575940634330231","720575940642614308",12,1,"lLN2F_b","(118348.95, 60771.425, 1476)"
"115","720575940634330231","720575940650774913",12,1,NA,NA
"116","720575940629805196","720575940461240713",11,1,NA,NA
"117","720575940629805196","720575940498898220",11,1,NA,NA
"118","720575940629805196","720575940534164785",11,1,NA,NA
"119","720575940629805196","720575940592357878",11,1,NA,NA
"120","720575940629805196","720575940592918541",11,1,NA,NA
"121","720575940629805196","720575940622396231",11,1,NA,NA
"122","720575940629805196","720575940624789125",11,1,NA,NA
"123","720575940629805196","720575940625533352",11,1,NA,NA
"124","720575940634330231","720575940585399877",11,1,NA,NA
"125","720575940634330231","720575940598330604",11,1,NA,NA
"126","720575940634330231","720575940617560105",11,1,NA,NA
"127","720575940634330231","720575940627606483",11,1,"VM5d_adPN","(110241.04, 33335.6125, 4740)"
"128","720575940634330231","720575940630007948",11,1,"lLN2T_c","(113494.5, 57781.75, 1396)"
"129","720575940629805196","720575940384832427",10,1,NA,NA
"130","720575940629805196","720575940458544383",10,1,NA,NA
"131","720575940629805196","720575940491394438",10,1,NA,NA
"132","720575940629805196","720575940609717272",10,1,NA,NA
"133","720575940629805196","720575940611594477",10,1,NA,NA
"134","720575940634330231","720575940397184859",10,1,NA,NA
"135","720575940634330231","720575940532385392",10,1,NA,NA
"136","720575940634330231","720575940555253279",10,1,NA,NA
"137","720575940634330231","720575940577935883",10,1,NA,NA
"138","720575940634330231","720575940591249287",10,1,NA,NA
"139","720575940634330231","720575940604964226",10,1,NA,NA
"140","720575940634330231","720575940618048645",10,1,"VC3l_adPN","(121262.11, 58791.6375, 1488)"
"141","720575940634330231","720575940622204936",10,1,NA,NA
"142","720575940634330231","720575940626258182",10,1,NA,NA
"143","720575940634330231","720575940628308284",10,1,"M_vPNml51","(114213.625, 62011.97, 1938)"
"144","720575940629805196","720575940497839751",9,1,NA,NA
"145","720575940629805196","720575940503698328",9,1,NA,NA
"146","720575940629805196","720575940539759919",9,1,NA,NA
"147","720575940629805196","720575940544941148",9,1,NA,NA
"148","720575940629805196","720575940590101916",9,1,NA,NA
"149","720575940629805196","720575940592398582",9,1,NA,NA
"150","720575940629805196","720575940594639538",9,1,NA,NA
"151","720575940629805196","720575940609115602",9,1,NA,NA
"152","720575940629805196","720575940610491562",9,1,"M_vPNml51_L","156794, 46623, 2817"
"153","720575940629805196","720575940617226545",9,1,NA,NA
"154","720575940629805196","720575940618363655",9,1,NA,NA
"155","720575940629805196","720575940619841285",9,1,NA,NA
"156","720575940629805196","720575940620830507",9,1,NA,NA
"157","720575940629805196","720575940622362428",9,1,NA,NA
"158","720575940629805196","720575940623127265",9,1,NA,NA
"159","720575940629805196","720575940624729600",9,1,NA,NA
"160","720575940629805196","720575940625066810",9,1,NA,NA
"161","720575940629805196","720575940634087387",9,1,NA,NA
"162","720575940634330231","720575940385196105",9,1,NA,NA
"163","720575940634330231","720575940436388151",9,1,NA,NA
"164","720575940634330231","720575940438151719",9,1,NA,NA
"165","720575940634330231","720575940531383890",9,1,NA,NA
"166","720575940634330231","720575940578028555",9,1,NA,NA
"167","720575940634330231","720575940588682837",9,1,NA,NA
"168","720575940634330231","720575940588917014",9,1,NA,NA
"169","720575940634330231","720575940590521239",9,1,NA,NA
"170","720575940634330231","720575940590533647",9,1,NA,NA
"171","720575940634330231","720575940603965744",9,1,NA,NA
"172","720575940634330231","720575940606684595",9,1,NA,NA
"173","720575940634330231","720575940607773474",9,1,NA,NA
"174","720575940634330231","720575940608677934",9,1,"lLN2T_d","(110260.6175, 61472.005, 1541)"
"175","720575940634330231","720575940609115602",9,1,NA,NA
"176","720575940634330231","720575940612200425",9,1,NA,NA
"177","720575940634330231","720575940614013126",9,1,"HRN_VP4","(120629.25, 58489, 2058)"
"178","720575940634330231","720575940617235928",9,1,NA,NA
"179","720575940634330231","720575940618032688",9,1,NA,NA
"180","720575940634330231","720575940624171838",9,1,"M_spPN4t9_L","141877, 66873, 2125"
"181","720575940634330231","720575940624531770",9,1,"VA2_adPN","(120472.8125, 62434.29, 971)"
"182","720575940634330231","720575940632388270",9,1,"VP1m_l2PN","(116893, 65962.235, 2392)"
"183","720575940634330231","720575940639336136",9,1,NA,NA
"184","720575940634330231","720575940642395940",9,1,NA,NA
"185","720575940629805196","720575940391166205",8,1,NA,NA
"186","720575940629805196","720575940501380847",8,1,NA,NA
"187","720575940629805196","720575940502714148",8,1,NA,NA
"188","720575940629805196","720575940556324569",8,1,NA,NA
"189","720575940629805196","720575940602099328",8,1,NA,NA
"190","720575940629805196","720575940603453286",8,1,NA,NA
"191","720575940629805196","720575940603918342",8,1,NA,NA
"192","720575940629805196","720575940606771087",8,1,NA,NA
"193","720575940629805196","720575940607681734",8,1,NA,NA
"194","720575940629805196","720575940607760527",8,1,NA,NA
"195","720575940629805196","720575940613079007",8,1,"DA1_lPN","(111893.595, 56379.32, 1297)"
"196","720575940629805196","720575940615281849",8,1,NA,NA
"197","720575940629805196","720575940615346439",8,1,NA,NA
"198","720575940629805196","720575940616624182",8,1,NA,NA
"199","720575940629805196","720575940616743768",8,1,NA,NA
"200","720575940629805196","720575940619046232",8,1,NA,NA
"201","720575940629805196","720575940622749244",8,1,NA,NA
"202","720575940629805196","720575940629451833",8,1,NA,NA
"203","720575940629805196","720575940634177893",8,1,NA,NA
"204","720575940629805196","720575940638426064",8,1,"il3LN6","(123456.25, 83791.75, 2704)"
"205","720575940634330231","720575940588891411",8,1,NA,NA
"206","720575940634330231","720575940609600728",8,1,NA,NA
"207","720575940634330231","720575940612723862",8,1,NA,NA
"208","720575940634330231","720575940615697705",8,1,NA,NA
"209","720575940634330231","720575940616002345",8,1,NA,NA
"210","720575940634330231","720575940628944715",8,1,NA,NA
"211","720575940634330231","720575940630329845",8,1,NA,NA
"212","720575940634330231","720575940631614653",8,1,NA,NA
"213","720575940634330231","720575940633030751",8,1,NA,NA
"214","720575940634330231","720575940634787246",8,1,"M_lvPNm24","(120004.1325, 62719.735, 2080)"
"215","720575940634330231","720575940643117729",8,1,NA,NA
"216","720575940634330231","720575940650233846",8,1,"lLN2T_a","(110635.45, 54614.735, 1321)"
"217","720575940629805196","720575940393574714",7,1,NA,NA
"218","720575940629805196","720575940433896530",7,1,NA,NA
"219","720575940629805196","720575940435992176",7,1,NA,NA
"220","720575940629805196","720575940453905180",7,1,NA,NA
"221","720575940629805196","720575940461232777",7,1,NA,NA
"222","720575940629805196","720575940466775021",7,1,NA,NA
"223","720575940629805196","720575940466775277",7,1,NA,NA
"224","720575940629805196","720575940488997130",7,1,NA,NA
"225","720575940629805196","720575940497066334",7,1,NA,NA
"226","720575940629805196","720575940512846790",7,1,NA,NA
"227","720575940629805196","720575940533870166",7,1,NA,NA
"228","720575940629805196","720575940536114224",7,1,NA,NA
"229","720575940629805196","720575940551422534",7,1,NA,NA
"230","720575940629805196","720575940590625352",7,1,NA,NA
"231","720575940629805196","720575940592456213",7,1,NA,NA
"232","720575940629805196","720575940593149835",7,1,NA,NA
"233","720575940629805196","720575940595828994",7,1,NA,NA
"234","720575940629805196","720575940596923873",7,1,NA,NA
"235","720575940629805196","720575940599226152",7,1,NA,NA
"236","720575940629805196","720575940600015912",7,1,NA,NA
"237","720575940629805196","720575940605735072",7,1,NA,NA
"238","720575940629805196","720575940605876166",7,1,NA,NA
"239","720575940629805196","720575940607667910",7,1,NA,NA
"240","720575940629805196","720575940613667003",7,1,NA,NA
"241","720575940629805196","720575940616191783",7,1,NA,NA
"242","720575940629805196","720575940617316229",7,1,NA,NA
"243","720575940629805196","720575940617711960",7,1,NA,NA
"244","720575940629805196","720575940620643627",7,1,NA,NA
"245","720575940629805196","720575940624322947",7,1,NA,NA
"246","720575940629805196","720575940624449794",7,1,"DP1m_adPN","(100247.975, 33377.4, 4681)"
"247","720575940629805196","720575940625179648",7,1,NA,NA
"248","720575940629805196","720575940625234432",7,1,NA,NA
"249","720575940629805196","720575940628471660",7,1,NA,NA
"250","720575940629805196","720575940628486905",7,1,NA,NA
"251","720575940629805196","720575940628944715",7,1,NA,NA
"252","720575940629805196","720575940637101646",7,1,NA,NA
"253","720575940634330231","720575940384836378",7,1,NA,NA
"254","720575940634330231","720575940435718512",7,1,NA,NA
"255","720575940634330231","720575940443555067",7,1,NA,NA
"256","720575940634330231","720575940443636987",7,1,NA,NA
"257","720575940634330231","720575940457019106",7,1,NA,NA
"258","720575940634330231","720575940466600205",7,1,NA,NA
"259","720575940634330231","720575940470460593",7,1,NA,NA
"260","720575940634330231","720575940490841923",7,1,NA,NA
"261","720575940634330231","720575940500656501",7,1,NA,NA
"262","720575940634330231","720575940531369042",7,1,NA,NA
"263","720575940634330231","720575940556172361",7,1,NA,NA
"264","720575940634330231","720575940588687701",7,1,NA,NA
"265","720575940634330231","720575940590180242",7,1,NA,NA
"266","720575940634330231","720575940590510487",7,1,NA,NA
"267","720575940634330231","720575940590861619",7,1,NA,NA
"268","720575940634330231","720575940591048755",7,1,NA,NA
"269","720575940634330231","720575940598317141",7,1,NA,NA
"270","720575940634330231","720575940599637736",7,1,NA,NA
"271","720575940634330231","720575940600448528",7,1,NA,NA
"272","720575940634330231","720575940604747972",7,1,NA,NA
"273","720575940634330231","720575940606705843",7,1,NA,NA
"274","720575940634330231","720575940606944583",7,1,NA,NA
"275","720575940634330231","720575940610550636",7,1,NA,NA
"276","720575940634330231","720575940613285903",7,1,NA,NA
"277","720575940634330231","720575940613392140",7,1,"DM2_lPN","(121947.765, 60104.13, 1618)"
"278","720575940634330231","720575940615000111",7,1,NA,NA
"279","720575940634330231","720575940615517191",7,1,NA,NA
"280","720575940634330231","720575940618425161",7,1,NA,NA
"281","720575940634330231","720575940618425673",7,1,NA,NA
"282","720575940634330231","720575940618818982",7,1,NA,NA
"283","720575940634330231","720575940620390296",7,1,NA,NA
"284","720575940634330231","720575940620963853",7,1,NA,NA
"285","720575940634330231","720575940626913127",7,1,NA,NA
"286","720575940634330231","720575940628973583",7,1,NA,NA
"287","720575940634330231","720575940630338749",7,1,NA,NA
"288","720575940634330231","720575940630629053",7,1,NA,NA
"289","720575940634330231","720575940634972528",7,1,NA,NA
"290","720575940634330231","720575940638426064",7,1,"il3LN6","(123456.25, 83791.75, 2704)"
"291","720575940629805196","720575940384829355",6,1,NA,NA
"292","720575940629805196","720575940406383815",6,1,NA,NA
"293","720575940629805196","720575940428220851",6,1,NA,NA
"294","720575940629805196","720575940432078502",6,1,NA,NA
"295","720575940629805196","720575940436109980",6,1,NA,NA
"296","720575940629805196","720575940488955146",6,1,NA,NA
"297","720575940629805196","720575940497846151",6,1,NA,NA
"298","720575940629805196","720575940505840342",6,1,NA,NA
"299","720575940629805196","720575940532451581",6,1,NA,NA
"300","720575940629805196","720575940543571724",6,1,NA,NA
"301","720575940629805196","720575940545001308",6,1,NA,NA
"302","720575940629805196","720575940549388236",6,1,NA,NA
"303","720575940629805196","720575940552880675",6,1,NA,NA
"304","720575940629805196","720575940553815600",6,1,NA,NA
"305","720575940629805196","720575940554330723",6,1,NA,NA
"306","720575940629805196","720575940581101865",6,1,NA,NA
"307","720575940629805196","720575940582439918",6,1,NA,NA
"308","720575940629805196","720575940583908241",6,1,NA,NA
"309","720575940629805196","720575940583916689",6,1,NA,NA
"310","720575940629805196","720575940583957393",6,1,NA,NA
"311","720575940629805196","720575940586169046",6,1,NA,NA
"312","720575940629805196","720575940588424591",6,1,NA,NA
"313","720575940629805196","720575940592380918",6,1,NA,NA
"314","720575940629805196","720575940592404982",6,1,NA,NA
"315","720575940629805196","720575940594747597",6,1,NA,NA
"316","720575940629805196","720575940600035368",6,1,NA,NA
"317","720575940629805196","720575940601507320",6,1,NA,NA
"318","720575940629805196","720575940602074135",6,1,NA,NA
"319","720575940629805196","720575940603657594",6,1,NA,NA
"320","720575940629805196","720575940603775001",6,1,NA,NA
"321","720575940629805196","720575940605679776",6,1,NA,NA
"322","720575940629805196","720575940605927021",6,1,NA,NA
"323","720575940629805196","720575940605942381",6,1,NA,NA
"324","720575940629805196","720575940606008347",6,1,NA,NA
"325","720575940629805196","720575940607247548",6,1,NA,NA
"326","720575940629805196","720575940608484495",6,1,NA,NA
"327","720575940629805196","720575940609531608",6,1,NA,NA
"328","720575940629805196","720575940609717016",6,1,NA,NA
"329","720575940629805196","720575940609893555",6,1,NA,NA
"330","720575940629805196","720575940610894870",6,1,NA,NA
"331","720575940629805196","720575940613087810",6,1,NA,NA
"332","720575940629805196","720575940615349511",6,1,NA,NA
"333","720575940629805196","720575940616194855",6,1,NA,NA
"334","720575940629805196","720575940617049533",6,1,NA,NA
"335","720575940629805196","720575940617801351",6,1,NA,NA
"336","720575940629805196","720575940618043925",6,1,NA,NA
"337","720575940629805196","720575940620373484",6,1,NA,NA
"338","720575940629805196","720575940620829739",6,1,NA,NA
"339","720575940629805196","720575940620831531",6,1,NA,NA
"340","720575940629805196","720575940620963853",6,1,NA,NA
"341","720575940629805196","720575940621228092",6,1,NA,NA
"342","720575940629805196","720575940621597365",6,1,NA,NA
"343","720575940629805196","720575940621911304",6,1,NA,NA
"344","720575940629805196","720575940622671009",6,1,NA,NA
"345","720575940629805196","720575940622785631",6,1,NA,NA
"346","720575940629805196","720575940623413575",6,1,NA,NA
"347","720575940629805196","720575940624727808",6,1,NA,NA
"348","720575940629805196","720575940624741253",6,1,NA,NA
"349","720575940629805196","720575940625898496",6,1,NA,NA
"350","720575940629805196","720575940626258182",6,1,NA,NA
"351","720575940629805196","720575940628000567",6,1,"M_imPNl92","(130887.5, 85562.25, 3377)"
"352","720575940629805196","720575940628037487",6,1,NA,NA
"353","720575940629805196","720575940628337004",6,1,NA,NA
"354","720575940629805196","720575940629203552",6,1,"ORN_DC4","(123328.915, 52035.755, 1558)"
"355","720575940629805196","720575940629225312",6,1,NA,NA
"356","720575940629805196","720575940635443827",6,1,NA,NA
"357","720575940629805196","720575940645253508",6,1,NA,NA
"358","720575940629805196","720575940645880961",6,1,NA,NA
"359","720575940634330231","720575940384844058",6,1,NA,NA
"360","720575940634330231","720575940385211721",6,1,NA,NA
"361","720575940634330231","720575940385741593",6,1,NA,NA
"362","720575940634330231","720575940387279720",6,1,NA,NA
"363","720575940634330231","720575940431689432",6,1,NA,NA
"364","720575940634330231","720575940435272304",6,1,NA,NA
"365","720575940634330231","720575940435280240",6,1,NA,NA
"366","720575940634330231","720575940439464641",6,1,NA,NA
"367","720575940634330231","720575940440087840",6,1,NA,NA
"368","720575940634330231","720575940443676155",6,1,NA,NA
"369","720575940634330231","720575940449642746",6,1,NA,NA
"370","720575940634330231","720575940453490222",6,1,NA,NA
"371","720575940634330231","720575940457005282",6,1,NA,NA
"372","720575940634330231","720575940497355956",6,1,NA,NA
"373","720575940634330231","720575940502878618",6,1,NA,NA
"374","720575940634330231","720575940502879130",6,1,NA,NA
"375","720575940634330231","720575940512393989",6,1,NA,NA
"376","720575940634330231","720575940520489886",6,1,NA,NA
"377","720575940634330231","720575940540685277",6,1,NA,NA
"378","720575940634330231","720575940555199519",6,1,NA,NA
"379","720575940634330231","720575940585115107",6,1,NA,NA
"380","720575940634330231","720575940585433126",6,1,NA,NA
"381","720575940634330231","720575940588754709",6,1,NA,NA
"382","720575940634330231","720575940588842396",6,1,NA,NA
"383","720575940634330231","720575940592969624",6,1,NA,NA
"384","720575940634330231","720575940596770246",6,1,NA,NA
"385","720575940634330231","720575940604686532",6,1,NA,NA
"386","720575940634330231","720575940606262108",6,1,NA,NA
"387","720575940634330231","720575940606962247",6,1,NA,NA
"388","720575940634330231","720575940610211333",6,1,NA,NA
"389","720575940634330231","720575940610862480",6,1,NA,NA
"390","720575940634330231","720575940612201961",6,1,NA,NA
"391","720575940634330231","720575940612539902",6,1,NA,NA
"392","720575940634330231","720575940613764399",6,1,NA,NA
"393","720575940634330231","720575940614465029",6,1,NA,NA
"394","720575940634330231","720575940615914511",6,1,NA,NA
"395","720575940634330231","720575940616575832",6,1,NA,NA
"396","720575940634330231","720575940616650227",6,1,NA,NA
"397","720575940634330231","720575940619741684",6,1,NA,NA
"398","720575940634330231","720575940620391320",6,1,NA,NA
"399","720575940634330231","720575940620617359",6,1,NA,NA
"400","720575940634330231","720575940623478160",6,1,"M_vPNml65","(113540.97, 62230.485, 1812)"
"401","720575940634330231","720575940625197322",6,1,NA,NA
"402","720575940634330231","720575940625602888",6,1,NA,NA
"403","720575940634330231","720575940626656155",6,1,NA,NA
"404","720575940634330231","720575940626961767",6,1,NA,NA
"405","720575940634330231","720575940634178177",6,1,NA,NA
"406","720575940634330231","720575940645253508",6,1,NA,NA
