"","query","pre_id","weight","n","type","xyz"
"185","720575940644439331","720575940635793471",8,1,NA,NA
"186","720575940644439331","720575940638196688",8,1,"WEDPN6A","(96310.75, 50027.0425, 4671)"
"187","720575940644439331","720575940641311361",8,1,"LHPV5e3","(116451.75, 30350.75, 3039)"
"188","720575940613406786","720575940606494044",7,1,NA,NA
"189","720575940613406786","720575940615402118",7,1,NA,NA
"190","720575940613406786","720575940618326511",7,1,NA,NA
"191","720575940613406786","720575940618957808",7,1,"WED004","(108991, 39270, 2523)"
"192","720575940613406786","720575940619273398",7,1,"AN","(127337, 82144, 5798)"
"193","720575940613406786","720575940619340470",7,1,NA,NA
"194","720575940613406786","720575940622419436",7,1,"MBON22","105787,47433,5201"
"195","720575940613406786","720575940624592509",7,1,"SMP142","(136735, 37588.75, 2428)"
"196","720575940613406786","720575940626498127",7,1,NA,NA
"197","720575940613406786","720575940626538256",7,1,NA,NA
"198","720575940613406786","720575940634249079",7,1,NA,NA
"199","720575940613406786","720575940636786229",7,1,NA,NA
"200","720575940613406786","720575940640387016",7,1,NA,NA
"201","720575940613406786","720575940645084548",7,1,"AN","(130402, 84002, 5798)"
"202","720575940644439331","720575940610462122",7,1,NA,NA
"203","720575940644439331","720575940614668347",7,1,NA,NA
"204","720575940644439331","720575940615415513",7,1,"DN","(130994, 82698, 5798)"
"205","720575940644439331","720575940615487462",7,1,NA,NA
"206","720575940644439331","720575940615712230",7,1,NA,NA
"207","720575940644439331","720575940620924621",7,1,NA,NA
"208","720575940644439331","720575940621355972",7,1,NA,NA
"209","720575940644439331","720575940621529131",7,1,NA,NA
"210","720575940644439331","720575940621989373",7,1,NA,NA
"211","720575940644439331","720575940624449794",7,1,"DP1m_adPN","(100247.975, 33377.4, 4681)"
"212","720575940644439331","720575940625315209",7,1,NA,NA
"213","720575940644439331","720575940629318099",7,1,NA,NA
"214","720575940644439331","720575940630813779",7,1,NA,NA
"215","720575940644439331","720575940630939099",7,1,NA,NA
"216","720575940644439331","720575940633849199",7,1,NA,NA
"217","720575940613406786","720575940606473685",6,1,NA,NA
"218","720575940613406786","720575940607660356",6,1,NA,NA
"219","720575940613406786","720575940612421031",6,1,NA,NA
"220","720575940613406786","720575940615438626",6,1,NA,NA
"221","720575940613406786","720575940615873826",6,1,NA,NA
"222","720575940613406786","720575940616651830",6,1,"MBON16","170336,38247,4851"
"223","720575940613406786","720575940619697279",6,1,"MBON28","172532,32484,4317"
"224","720575940613406786","720575940619832346",6,1,NA,NA
"225","720575940613406786","720575940621939720",6,1,NA,NA
"226","720575940613406786","720575940623951152",6,1,"LHCENT14#1","159197, 31430, 3155"
"227","720575940613406786","720575940626110565",6,1,NA,NA
"228","720575940613406786","720575940628289852",6,1,NA,NA
"229","720575940613406786","720575940631794969",6,1,NA,NA
"230","720575940613406786","720575940632992922",6,1,NA,NA
"231","720575940613406786","720575940635793471",6,1,NA,NA
"232","720575940613406786","720575940640483784",6,1,NA,NA
"233","720575940613406786","720575940644254755",6,1,NA,NA
"234","720575940613406786","720575940650840961",6,1,NA,NA
"235","720575940644439331","720575940606949589",6,1,NA,NA
"236","720575940644439331","720575940613406786",6,1,"mALB1","(163131.725, 40543.255, 3267)"
"237","720575940644439331","720575940613723067",6,1,"VP1d+VP4_l2PN1","(117625.53, 62539.855, 2031)"
"238","720575940644439331","720575940618652525",6,1,NA,NA
"239","720575940644439331","720575940619047868",6,1,NA,NA
"240","720575940644439331","720575940619823649",6,1,NA,NA
"241","720575940644439331","720575940620277396",6,1,NA,NA
"242","720575940644439331","720575940620289260",6,1,NA,NA
"243","720575940644439331","720575940620344534",6,1,NA,NA
"244","720575940644439331","720575940621354692",6,1,"WEDPN10A","(102947.9, 63766.65, 4181)"
"245","720575940644439331","720575940623441209",6,1,NA,NA
"246","720575940644439331","720575940625755413",6,1,NA,NA
"247","720575940644439331","720575940625815812",6,1,NA,NA
"248","720575940644439331","720575940628505407",6,1,NA,NA
"249","720575940644439331","720575940630428324",6,1,"DN","(130530, 82944, 5798)"
"250","720575940644439331","720575940632710591",6,1,NA,NA
"251","720575940644439331","720575940632864740",6,1,NA,NA
"252","720575940644439331","720575940635057380",6,1,NA,NA
"253","720575940644439331","720575940637042081",6,1,NA,NA
"254","720575940644439331","720575940637212093",6,1,"LHPV6q1","(157517.5, 39462.175, 4016)"
