"","query","post_id","weight","n","type","xyz"
"33","720575940608687662","720575940623000909",33,1,"LHAD2b1","(99451.905, 37349.6825, 3860)"
"34","720575940637680189","720575940606477525",32,1,NA,NA
"35","720575940637680189","720575940610436761",30,1,"CRE092","(123369.225, 49512.695, 2286)"
"36","720575940618980262","720575940653259905",28,1,NA,NA
"37","720575940637680189","720575940645253508",28,1,NA,NA
"38","720575940618980262","720575940621015309",27,1,"SMP151","(149574.7, 32805.4175, 2671)"
"39","720575940637680189","720575940650721409",27,1,NA,NA
"40","720575940608687662","720575940612723862",27,1,NA,NA
"41","720575940618980262","720575940634409102",26,1,"v2LN35","(122921.925, 62028.1925, 1968)"
"42","720575940637680189","720575940626296592",26,1,NA,NA
"43","720575940618980262","720575940615438626",25,1,NA,NA
"44","720575940637680189","720575940630416173",25,1,"CRE076","(117394.46, 32216.0125, 3006)"
"45","720575940608687662","720575940614311797",24,1,NA,NA
"46","720575940608687662","720575940630416173",24,1,"CRE076","(117394.46, 32216.0125, 3006)"
"47","720575940618980262","720575940614933533",23,1,NA,NA
"48","720575940618980262","720575940624284772",23,1,"LHCENT10#1","180976, 52044, 2372"
"49","720575940618980262","720575940625577103",23,1,NA,NA
"50","720575940637680189","720575940631434209",23,1,"WEDPN3","(99797.64, 57933.6875, 4444)"
"51","720575940608687662","720575940635829823",23,1,"LHCENT8#1","86932, 52380, 4225"
"52","720575940608687662","720575940649990646",23,1,"WEDPN12","(92430.825, 40033.82, 5261)"
"53","720575940637680189","720575940615936539",22,1,NA,NA
"54","720575940637680189","720575940632690330",22,1,"WEDPN3","(100889.5, 59186.25, 4448)"
"55","720575940608687662","720575940628793285",22,1,NA,NA
"56","720575940618980262","720575940610749042",21,1,NA,NA
"57","720575940618980262","720575940627475906",21,1,NA,NA
"58","720575940618980262","720575940642614308",21,1,"lLN2F_b","(118348.95, 60771.425, 1476)"
"59","720575940637680189","720575940617446961",21,1,NA,NA
"60","720575940637680189","720575940623000909",21,1,"LHAD2b1","(99451.905, 37349.6825, 3860)"
"61","720575940637680189","720575940630507940",21,1,NA,NA
"62","720575940637680189","720575940639081601",21,1,NA,NA
"63","720575940608687662","720575940626099630",21,1,"SMP058","(121384.3, 28211.35, 1663)"
"64","720575940637680189","720575940612378048",20,1,NA,NA
"65","720575940637680189","720575940612723862",20,1,NA,NA
"66","720575940637680189","720575940614311797",20,1,NA,NA
"67","720575940637680189","720575940623611952",20,1,"WEDPN3","(100787.75, 58990.73, 4436)"
"68","720575940608687662","720575940647678329",20,1,NA,NA
"69","720575940618980262","720575940615873826",19,1,NA,NA
"70","720575940618980262","720575940618329071",19,1,NA,NA
"71","720575940618980262","720575940624449794",19,1,"DP1m_adPN","(100247.975, 33377.4, 4681)"
"72","720575940618980262","720575940625937393",19,1,NA,NA
"73","720575940637680189","720575940627122046",19,1,NA,NA
"74","720575940637680189","720575940628185916",19,1,NA,NA
"75","720575940637680189","720575940635692766",19,1,NA,NA
"76","720575940608687662","720575940612378048",19,1,NA,NA
"77","720575940608687662","720575940626296592",19,1,NA,NA
"78","720575940618980262","720575940637112509",18,1,NA,NA
"79","720575940637680189","720575940614134045",18,1,"ALIN3","(97777.21, 48677.515, 4377)"
"80","720575940637680189","720575940626099630",18,1,"SMP058","(121384.3, 28211.35, 1663)"
"81","720575940637680189","720575940629265962",18,1,NA,NA
"82","720575940637680189","720575940641106561",18,1,"CRE095","(117378.3125, 38726.3675, 2090)"
"83","720575940637680189","720575940649990646",18,1,"WEDPN12","(92430.825, 40033.82, 5261)"
"84","720575940608687662","720575940619933278",18,1,"ALIN3","(96820.75, 46862.25, 4395)"
"85","720575940618980262","720575940607455812",17,1,NA,NA
"86","720575940618980262","720575940653663105",17,1,NA,NA
"87","720575940637680189","720575940609706419",17,1,"CRE078","(114447.55, 34898.345, 2864)"
"88","720575940608687662","720575940623611952",17,1,"WEDPN3","(100787.75, 58990.73, 4436)"
"89","720575940618980262","720575940618076251",16,1,NA,NA
"90","720575940618980262","720575940622628647",16,1,NA,NA
"91","720575940637680189","720575940605054898",16,1,"LHCENT8#2","95257, 67544, 3885"
"92","720575940637680189","720575940616441910",16,1,NA,NA
"93","720575940608687662","720575940614134045",16,1,"ALIN3","(97777.21, 48677.515, 4377)"
"94","720575940608687662","720575940622510094",16,1,NA,NA
"95","720575940618980262","720575940610255539",15,1,NA,NA
"96","720575940618980262","720575940614164411",15,1,"LHCENT8#2","159669, 35349, 2892"
"97","720575940618980262","720575940635793471",15,1,NA,NA
"98","720575940608687662","720575940603871678",15,1,NA,NA
"99","720575940608687662","720575940619775612",15,1,NA,NA
"100","720575940608687662","720575940631434209",15,1,"WEDPN3","(99797.64, 57933.6875, 4444)"
"101","720575940618980262","720575940627467514",14,1,NA,NA
"102","720575940618980262","720575940628860759",14,1,NA,NA
"103","720575940618980262","720575940632633333",14,1,NA,NA
"104","720575940618980262","720575940638111989",14,1,NA,NA
"105","720575940618980262","720575940645261188",14,1,NA,NA
"106","720575940608687662","720575940621413177",14,1,NA,NA
"107","720575940608687662","720575940624354050",14,1,NA,NA
"108","720575940608687662","720575940628657605",14,1,NA,NA
"109","720575940608687662","720575940641571272",14,1,"LHPV2a1_a","(98191, 40280.25, 4778)"
"110","720575940618980262","720575940614479252",13,1,NA,NA
"111","720575940618980262","720575940617001339",13,1,NA,NA
"112","720575940618980262","720575940618326511",13,1,NA,NA
"113","720575940618980262","720575940622302728",13,1,"LHCENT4#1","169739, 31288, 3630"
"114","720575940618980262","720575940622850125",13,1,NA,NA
"115","720575940618980262","720575940637248829",13,1,NA,NA
"116","720575940637680189","720575940619933278",13,1,"ALIN3","(96820.75, 46862.25, 4395)"
"117","720575940608687662","720575940617446961",13,1,NA,NA
"118","720575940608687662","720575940629726521",13,1,"LHCENT3#1","84200, 44289, 4037"
"119","720575940608687662","720575940635692766",13,1,NA,NA
"120","720575940618980262","720575940613406786",12,1,"mALB1","(163131.725, 40543.255, 3267)"
"121","720575940608687662","720575940616417403",12,1,NA,NA
"122","720575940608687662","720575940619481788",12,1,NA,NA
"123","720575940618980262","720575940615145787",11,1,NA,NA
"124","720575940618980262","720575940615275293",11,1,NA,NA
"125","720575940618980262","720575940615690068",11,1,NA,NA
"126","720575940618980262","720575940622848333",11,1,NA,NA
"127","720575940618980262","720575940633457076",11,1,"SIP087","(136835.75, 39200.62, 2299)"
"128","720575940618980262","720575940635503861",11,1,NA,NA
"129","720575940637680189","720575940608687662",11,1,"M_spPN5t10","(138529.25, 57316.3175, 3012)"
"130","720575940637680189","720575940613259999",11,1,"LHCENT14#1","112619, 41461, 2465"
"131","720575940637680189","720575940626685968",11,1,"MBON10","(113195.36, 44130.9325, 2113)"
"132","720575940637680189","720575940629907340",11,1,NA,NA
"133","720575940608687662","720575940613977441",11,1,NA,NA
"134","720575940608687662","720575940615936539",11,1,NA,NA
"135","720575940608687662","720575940616587328",11,1,NA,NA
"136","720575940608687662","720575940618503872",11,1,"MBON01","131198,27002,1794"
"137","720575940608687662","720575940633457076",11,1,"SIP087","(136835.75, 39200.62, 2299)"
"138","720575940608687662","720575940637680189",11,1,NA,NA
"139","720575940618980262","720575940614972189",10,1,NA,NA
"140","720575940618980262","720575940615096891",10,1,"M_spPN4t9","(120907, 62679.8, 2328)"
"141","720575940618980262","720575940615819009",10,1,NA,NA
"142","720575940618980262","720575940617755156",10,1,NA,NA
"143","720575940618980262","720575940620379114",10,1,NA,NA
"144","720575940618980262","720575940624934031",10,1,NA,NA
"145","720575940618980262","720575940631610101",10,1,NA,NA
"146","720575940618980262","720575940633436783",10,1,NA,NA
"147","720575940618980262","720575940637860816",10,1,NA,NA
"148","720575940618980262","720575940650320886",10,1,NA,NA
"149","720575940618980262","720575940653522049",10,1,NA,NA
"150","720575940618980262","720575940653642369",10,1,NA,NA
"151","720575940637680189","720575940603478118",10,1,NA,NA
"152","720575940637680189","720575940609494238",10,1,NA,NA
"153","720575940637680189","720575940613275120",10,1,NA,NA
"154","720575940637680189","720575940615478562",10,1,NA,NA
"155","720575940637680189","720575940617151958",10,1,NA,NA
"156","720575940637680189","720575940619170800",10,1,NA,NA
"157","720575940637680189","720575940621980413",10,1,NA,NA
"158","720575940637680189","720575940624316674",10,1,NA,NA
"159","720575940637680189","720575940628504663",10,1,"LAL183","(137684.5, 57391.5675, 3349)"
"160","720575940637680189","720575940638589904",10,1,NA,NA
"161","720575940608687662","720575940585209159",10,1,NA,NA
"162","720575940608687662","720575940608671022",10,1,NA,NA
"163","720575940608687662","720575940613275120",10,1,NA,NA
"164","720575940608687662","720575940613852196",10,1,NA,NA
"165","720575940608687662","720575940627122046",10,1,NA,NA
"166","720575940618980262","720575940602056829",9,1,NA,NA
"167","720575940618980262","720575940606330716",9,1,"LHPV1c2","(142535, 37321.785, 3806)"
"168","720575940618980262","720575940609120354",9,1,"LHCENT8#1","172642, 50123, 3477"
"169","720575940618980262","720575940610070937",9,1,NA,NA
"170","720575940618980262","720575940618227439",9,1,NA,NA
"171","720575940618980262","720575940618575750",9,1,NA,NA
"172","720575940618980262","720575940622065481",9,1,NA,NA
"173","720575940618980262","720575940624517016",9,1,NA,NA
"174","720575940618980262","720575940626660448",9,1,NA,NA
"175","720575940618980262","720575940631761760",9,1,NA,NA
"176","720575940618980262","720575940639887757",9,1,NA,NA
"177","720575940637680189","720575940421481203",9,1,NA,NA
"178","720575940637680189","720575940608671022",9,1,NA,NA
"179","720575940637680189","720575940614923712",9,1,NA,NA
"180","720575940637680189","720575940614939584",9,1,NA,NA
"181","720575940637680189","720575940616874245",9,1,NA,NA
"182","720575940637680189","720575940617846407",9,1,NA,NA
"183","720575940637680189","720575940619415792",9,1,NA,NA
"184","720575940637680189","720575940620472468",9,1,NA,NA
"185","720575940637680189","720575940621224807",9,1,NA,NA
"186","720575940637680189","720575940622510094",9,1,NA,NA
"187","720575940637680189","720575940626375503",9,1,NA,NA
"188","720575940637680189","720575940629030674",9,1,NA,NA
"189","720575940637680189","720575940629538701",9,1,NA,NA
"190","720575940608687662","720575940588800007",9,1,NA,NA
"191","720575940608687662","720575940615506695",9,1,NA,NA
"192","720575940608687662","720575940622171656",9,1,"WEDPN2A","(100517.05, 58808.5625, 4543)"
"193","720575940608687662","720575940624316674",9,1,NA,NA
"194","720575940608687662","720575940625368593",9,1,NA,NA
"195","720575940608687662","720575940628024892",9,1,NA,NA
"196","720575940608687662","720575940629265962",9,1,NA,NA
"197","720575940618980262","720575940379668407",8,1,NA,NA
"198","720575940618980262","720575940414920967",8,1,NA,NA
"199","720575940618980262","720575940426581793",8,1,NA,NA
"200","720575940618980262","720575940461952412",8,1,NA,NA
"201","720575940618980262","720575940490031683",8,1,NA,NA
"202","720575940618980262","720575940595630856",8,1,NA,NA
"203","720575940618980262","720575940604555935",8,1,NA,NA
"204","720575940618980262","720575940618239017",8,1,NA,NA
"205","720575940618980262","720575940621817085",8,1,"M_lv2PN9t49","(114709.125, 69529.625, 2456)"
"206","720575940618980262","720575940622564159",8,1,NA,NA
"207","720575940618980262","720575940629152527",8,1,NA,NA
"208","720575940618980262","720575940632988920",8,1,"VP1d+VP4_l2PN2","(111480.275, 66145.335, 1960)"
"209","720575940618980262","720575940633605556",8,1,NA,NA
"210","720575940618980262","720575940640226760",8,1,NA,NA
"211","720575940618980262","720575940649184641",8,1,NA,NA
"212","720575940618980262","720575940652572065",8,1,"MBON31","(133698.5, 46764.75, 1128)"
"213","720575940637680189","720575940448728069",8,1,NA,NA
"214","720575940637680189","720575940578521748",8,1,NA,NA
"215","720575940637680189","720575940582088027",8,1,NA,NA
"216","720575940637680189","720575940600795320",8,1,NA,NA
"217","720575940637680189","720575940603478574",8,1,NA,NA
"218","720575940637680189","720575940613297088",8,1,NA,NA
"219","720575940637680189","720575940613973345",8,1,NA,NA
"220","720575940637680189","720575940615510932",8,1,NA,NA
"221","720575940637680189","720575940616587328",8,1,NA,NA
"222","720575940637680189","720575940618904363",8,1,NA,NA
"223","720575940637680189","720575940620230220",8,1,NA,NA
"224","720575940637680189","720575940622473196",8,1,"LHAD1f3_b","(96121.8825, 38842.715, 3648)"
"225","720575940637680189","720575940628062453",8,1,NA,NA
"226","720575940637680189","720575940632265312",8,1,NA,NA
"227","720575940637680189","720575940639201921",8,1,NA,NA
"228","720575940637680189","720575940639230849",8,1,NA,NA
"229","720575940637680189","720575940640298625",8,1,NA,NA
"230","720575940637680189","720575940641398657",8,1,NA,NA
"231","720575940608687662","720575940446821279",8,1,NA,NA
"232","720575940608687662","720575940607164533",8,1,"LHPV2e1_a","(99129.305, 47948.3475, 4238)"
"233","720575940608687662","720575940608725306",8,1,NA,NA
"234","720575940608687662","720575940609706419",8,1,"CRE078","(114447.55, 34898.345, 2864)"
"235","720575940608687662","720575940615397127",8,1,NA,NA
"236","720575940608687662","720575940619819802",8,1,NA,NA
"237","720575940608687662","720575940622602553",8,1,NA,NA
"238","720575940608687662","720575940622909207",8,1,NA,NA
"239","720575940608687662","720575940627348584",8,1,NA,NA
"240","720575940608687662","720575940627943424",8,1,"LHCENT10#1","85028, 46161, 3477"
"241","720575940608687662","720575940631069924",8,1,NA,NA
"242","720575940608687662","720575940634459278",8,1,NA,NA
"243","720575940608687662","720575940639730395",8,1,"LHPV2d1","(95389.9, 49879.87, 4638)"
"244","720575940608687662","720575940641106561",8,1,"CRE095","(117378.3125, 38726.3675, 2090)"
"245","720575940608687662","720575940650721409",8,1,NA,NA
"246","720575940618980262","720575940428277264",7,1,NA,NA
"247","720575940618980262","720575940490991839",7,1,NA,NA
"248","720575940618980262","720575940575676889",7,1,NA,NA
"249","720575940618980262","720575940576870715",7,1,NA,NA
"250","720575940618980262","720575940581304203",7,1,NA,NA
"251","720575940618980262","720575940582497437",7,1,NA,NA
"252","720575940618980262","720575940586533996",7,1,NA,NA
"253","720575940618980262","720575940589324595",7,1,NA,NA
"254","720575940618980262","720575940590693398",7,1,NA,NA
"255","720575940618980262","720575940603871678",7,1,NA,NA
"256","720575940618980262","720575940610553202",7,1,NA,NA
"257","720575940618980262","720575940612082739",7,1,NA,NA
"258","720575940618980262","720575940613286559",7,1,NA,NA
"259","720575940618980262","720575940614886283",7,1,NA,NA
"260","720575940618980262","720575940615115835",7,1,"LHAV6g1","(100508.5, 33604, 3727)"
"261","720575940618980262","720575940616220549",7,1,NA,NA
"262","720575940618980262","720575940616467766",7,1,NA,NA
"263","720575940618980262","720575940617433641",7,1,"WED150","(115711.95, 45766.21, 5182)"
"264","720575940618980262","720575940618290928",7,1,NA,NA
"265","720575940618980262","720575940618959857",7,1,NA,NA
"266","720575940618980262","720575940621555637",7,1,NA,NA
"267","720575940618980262","720575940624677775",7,1,NA,NA
"268","720575940618980262","720575940626206538",7,1,NA,NA
"269","720575940618980262","720575940627580663",7,1,NA,NA
"270","720575940618980262","720575940627627148",7,1,NA,NA
"271","720575940618980262","720575940628939616",7,1,NA,NA
"272","720575940618980262","720575940630178351",7,1,NA,NA
"273","720575940618980262","720575940630416173",7,1,"CRE076","(117394.46, 32216.0125, 3006)"
"274","720575940618980262","720575940632545175",7,1,NA,NA
"275","720575940618980262","720575940633227256",7,1,"LAL115","(110942.5, 58990.25, 2657.2)"
"276","720575940618980262","720575940638014080",7,1,NA,NA
"277","720575940618980262","720575940653621633",7,1,NA,NA
"278","720575940637680189","720575940417141319",7,1,NA,NA
"279","720575940637680189","720575940448741893",7,1,NA,NA
"280","720575940637680189","720575940579656955",7,1,NA,NA
"281","720575940637680189","720575940593778652",7,1,NA,NA
"282","720575940637680189","720575940600746182",7,1,NA,NA
"283","720575940637680189","720575940601692545",7,1,NA,NA
"284","720575940637680189","720575940603567462",7,1,NA,NA
"285","720575940637680189","720575940607164533",7,1,"LHPV2e1_a","(99129.305, 47948.3475, 4238)"
"286","720575940637680189","720575940614155873",7,1,NA,NA
"287","720575940637680189","720575940615350976",7,1,NA,NA
"288","720575940637680189","720575940616337984",7,1,NA,NA
"289","720575940637680189","720575940619826156",7,1,NA,NA
"290","720575940637680189","720575940620197801",7,1,"PPL103","(125058.525, 34855.84, 2229)"
"291","720575940637680189","720575940622788447",7,1,NA,NA
"292","720575940637680189","720575940636497222",7,1,NA,NA
"293","720575940637680189","720575940641927041",7,1,NA,NA
"294","720575940608687662","720575940387026190",7,1,NA,NA
"295","720575940608687662","720575940439111794",7,1,NA,NA
"296","720575940608687662","720575940458427608",7,1,NA,NA
"297","720575940608687662","720575940601440541",7,1,NA,NA
"298","720575940608687662","720575940603608110",7,1,NA,NA
"299","720575940608687662","720575940604712393",7,1,NA,NA
"300","720575940608687662","720575940604792190",7,1,NA,NA
"301","720575940608687662","720575940606953622",7,1,NA,NA
"302","720575940608687662","720575940607108927",7,1,NA,NA
"303","720575940608687662","720575940609893555",7,1,NA,NA
"304","720575940608687662","720575940610436761",7,1,"CRE092","(123369.225, 49512.695, 2286)"
"305","720575940608687662","720575940612683968",7,1,NA,NA
"306","720575940608687662","720575940616094166",7,1,NA,NA
"307","720575940608687662","720575940618704721",7,1,NA,NA
"308","720575940608687662","720575940620472468",7,1,NA,NA
"309","720575940608687662","720575940621398154",7,1,"ATL041","(120263.3825, 32527.47, 3808)"
"310","720575940608687662","720575940621597365",7,1,NA,NA
"311","720575940608687662","720575940621980413",7,1,NA,NA
"312","720575940608687662","720575940627911669",7,1,NA,NA
"313","720575940608687662","720575940628062453",7,1,NA,NA
"314","720575940608687662","720575940628665431",7,1,"SMP012","(110224.5, 30973, 3024)"
"315","720575940608687662","720575940629030674",7,1,NA,NA
"316","720575940608687662","720575940629435203",7,1,NA,NA
"317","720575940608687662","720575940629907340",7,1,NA,NA
"318","720575940608687662","720575940631257828",7,1,NA,NA
"319","720575940608687662","720575940639201921",7,1,NA,NA
"320","720575940608687662","720575940639404161",7,1,NA,NA
"321","720575940618980262","720575940410366223",6,1,NA,NA
"322","720575940618980262","720575940429969977",6,1,NA,NA
"323","720575940618980262","720575940435087251",6,1,NA,NA
"324","720575940618980262","720575940435095443",6,1,NA,NA
"325","720575940618980262","720575940457870910",6,1,NA,NA
"326","720575940618980262","720575940457906179",6,1,NA,NA
"327","720575940618980262","720575940535038101",6,1,NA,NA
"328","720575940618980262","720575940537918201",6,1,NA,NA
"329","720575940618980262","720575940579318324",6,1,NA,NA
"330","720575940618980262","720575940588665323",6,1,NA,NA
"331","720575940618980262","720575940589952790",6,1,NA,NA
"332","720575940618980262","720575940589954838",6,1,NA,NA
"333","720575940618980262","720575940600550439",6,1,NA,NA
"334","720575940618980262","720575940602015613",6,1,NA,NA
"335","720575940618980262","720575940605527384",6,1,NA,NA
"336","720575940618980262","720575940608956258",6,1,NA,NA
"337","720575940618980262","720575940609678410",6,1,NA,NA
"338","720575940618980262","720575940612637602",6,1,NA,NA
"339","720575940618980262","720575940613899924",6,1,NA,NA
"340","720575940618980262","720575940615394265",6,1,NA,NA
"341","720575940618980262","720575940615753985",6,1,NA,NA
"342","720575940618980262","720575940617288573",6,1,NA,NA
"343","720575940618980262","720575940617887764",6,1,NA,NA
"344","720575940618980262","720575940618005895",6,1,NA,NA
"345","720575940618980262","720575940618963873",6,1,NA,NA
"346","720575940618980262","720575940618974317",6,1,NA,NA
"347","720575940618980262","720575940619596927",6,1,"FB2H_b","(149203.6, 33261.9025, 3012)"
"348","720575940618980262","720575940619960745",6,1,NA,NA
"349","720575940618980262","720575940620267734",6,1,NA,NA
"350","720575940618980262","720575940620741219",6,1,NA,NA
"351","720575940618980262","720575940622599660",6,1,NA,NA
"352","720575940618980262","720575940622919182",6,1,"LHMB1","164303, 60399, 4410"
"353","720575940618980262","720575940623311779",6,1,NA,NA
"354","720575940618980262","720575940632843453",6,1,NA,NA
"355","720575940618980262","720575940636804661",6,1,NA,NA
"356","720575940618980262","720575940640192200",6,1,NA,NA
"357","720575940618980262","720575940653504641",6,1,NA,NA
"358","720575940618980262","720575940653521537",6,1,NA,NA
"359","720575940618980262","720575940653733761",6,1,NA,NA
"360","720575940637680189","720575940396557142",6,1,NA,NA
"361","720575940637680189","720575940539013152",6,1,NA,NA
"362","720575940637680189","720575940572904927",6,1,NA,NA
"363","720575940637680189","720575940585877397",6,1,NA,NA
"364","720575940637680189","720575940585957150",6,1,NA,NA
"365","720575940637680189","720575940593945608",6,1,NA,NA
"366","720575940637680189","720575940603607854",6,1,NA,NA
"367","720575940637680189","720575940604028694",6,1,NA,NA
"368","720575940637680189","720575940607131229",6,1,NA,NA
"369","720575940637680189","720575940607513843",6,1,NA,NA
"370","720575940637680189","720575940611849768",6,1,"SMP559","(96974.1, 42280.405, 4076)"
"371","720575940637680189","720575940614224737",6,1,NA,NA
"372","720575940637680189","720575940614279029",6,1,NA,NA
"373","720575940637680189","720575940615342480",6,1,NA,NA
"374","720575940637680189","720575940615355792",6,1,NA,NA
"375","720575940637680189","720575940617646191",6,1,NA,NA
"376","720575940637680189","720575940621348095",6,1,NA,NA
"377","720575940637680189","720575940621380805",6,1,NA,NA
"378","720575940637680189","720575940622171656",6,1,"WEDPN2A","(100517.05, 58808.5625, 4543)"
"379","720575940637680189","720575940622249413",6,1,NA,NA
"380","720575940637680189","720575940622440712",6,1,NA,NA
"381","720575940637680189","720575940622987341",6,1,NA,NA
"382","720575940637680189","720575940623406021",6,1,NA,NA
"383","720575940637680189","720575940625368593",6,1,NA,NA
"384","720575940637680189","720575940625639420",6,1,NA,NA
"385","720575940637680189","720575940627590266",6,1,NA,NA
"386","720575940637680189","720575940629435203",6,1,NA,NA
"387","720575940637680189","720575940635551221",6,1,NA,NA
"388","720575940637680189","720575940637426749",6,1,NA,NA
"389","720575940637680189","720575940637798784",6,1,NA,NA
"390","720575940637680189","720575940640080269",6,1,NA,NA
"391","720575940637680189","720575940640379777",6,1,NA,NA
"392","720575940637680189","720575940641571272",6,1,"LHPV2a1_a","(98191, 40280.25, 4778)"
"393","720575940637680189","720575940647668345",6,1,NA,NA
"394","720575940608687662","720575940402474243",6,1,NA,NA
"395","720575940608687662","720575940461853101",6,1,NA,NA
"396","720575940608687662","720575940463407036",6,1,NA,NA
"397","720575940608687662","720575940482302849",6,1,NA,NA
"398","720575940608687662","720575940512659079",6,1,NA,NA
"399","720575940608687662","720575940572597215",6,1,NA,NA
"400","720575940608687662","720575940588791047",6,1,NA,NA
"401","720575940608687662","720575940595054405",6,1,NA,NA
"402","720575940608687662","720575940604994621",6,1,NA,NA
"403","720575940608687662","720575940605331443",6,1,NA,NA
"404","720575940608687662","720575940609009928",6,1,NA,NA
"405","720575940608687662","720575940609491480",6,1,NA,NA
"406","720575940608687662","720575940611849768",6,1,"SMP559","(96974.1, 42280.405, 4076)"
"407","720575940608687662","720575940612426494",6,1,NA,NA
"408","720575940608687662","720575940612749202",6,1,"LHAD1f3_b","(96279.375, 38126.93, 3556)"
"409","720575940608687662","720575940613297088",6,1,NA,NA
"410","720575940608687662","720575940613948864",6,1,NA,NA
"411","720575940608687662","720575940614506176",6,1,NA,NA
"412","720575940608687662","720575940614923712",6,1,NA,NA
"413","720575940608687662","720575940616311949",6,1,NA,NA
"414","720575940608687662","720575940617538006",6,1,NA,NA
"415","720575940608687662","720575940619623518",6,1,"LHPV6o1","(95692.15, 43252.765, 4843)"
"416","720575940608687662","720575940619894600",6,1,NA,NA
"417","720575940608687662","720575940620621611",6,1,NA,NA
"418","720575940608687662","720575940621407801",6,1,NA,NA
"419","720575940608687662","720575940621496677",6,1,NA,NA
"420","720575940608687662","720575940622993336",6,1,"LHPV4m1","(106320, 32443.0625, 3456)"
"421","720575940608687662","720575940623037186",6,1,NA,NA
"422","720575940608687662","720575940623204887",6,1,NA,NA
"423","720575940608687662","720575940623526167",6,1,NA,NA
"424","720575940608687662","720575940623734981",6,1,NA,NA
"425","720575940608687662","720575940625743247",6,1,NA,NA
"426","720575940608687662","720575940626913127",6,1,NA,NA
"427","720575940608687662","720575940628101365",6,1,NA,NA
"428","720575940608687662","720575940629632313",6,1,"LHPV2g1","(92879.8, 42601.61, 4326)"
"429","720575940608687662","720575940631680228",6,1,NA,NA
"430","720575940608687662","720575940633585912",6,1,NA,NA
"431","720575940608687662","720575940636514630",6,1,"LHAD1f3_a","(96137.9, 38360.2, 3604)"
"432","720575940608687662","720575940644915585",6,1,NA,NA
