"","query","post_id","weight","n","type","xyz"
"162","720575940615488916","720575940641874376",9,1,NA,NA
"163","720575940615488916","720575940657362049",9,1,NA,NA
"164","720575940616942494","720575940421407119",9,1,NA,NA
"165","720575940616942494","720575940594229465",9,1,NA,NA
"166","720575940616942494","720575940611918801",9,1,"LHAV3e4_a","(86798.8, 43072.8175, 4496)"
"167","720575940616942494","720575940612006451",9,1,"LHPV6f1","(99800, 35768.2575, 4984)"
"168","720575940616942494","720575940613383777",9,1,NA,NA
"169","720575940616942494","720575940615630214",9,1,NA,NA
"170","720575940616942494","720575940617842311",9,1,NA,NA
"171","720575940616942494","720575940621925384",9,1,NA,NA
"172","720575940616942494","720575940624289564",9,1,NA,NA
"173","720575940616942494","720575940624297624",9,1,NA,NA
"174","720575940616942494","720575940635593444",9,1,NA,NA
"175","720575940616942494","720575940639690881",9,1,NA,NA
"176","720575940616942494","720575940640229576",9,1,NA,NA
"177","720575940616942494","720575940642981742",9,1,NA,NA
"178","720575940616942494","720575940650233846",9,1,"lLN2T_a","(110635.45, 54614.735, 1321)"
"179","720575940615488916","720575940408279486",8,1,NA,NA
"180","720575940615488916","720575940465965033",8,1,NA,NA
"181","720575940615488916","720575940600735961",8,1,NA,NA
"182","720575940615488916","720575940605102579",8,1,NA,NA
"183","720575940615488916","720575940613658685",8,1,NA,NA
"184","720575940615488916","720575940614635456",8,1,NA,NA
"185","720575940615488916","720575940614641798",8,1,NA,NA
"186","720575940615488916","720575940615783558",8,1,NA,NA
"187","720575940615488916","720575940618131591",8,1,NA,NA
"188","720575940615488916","720575940623854885",8,1,NA,NA
"189","720575940615488916","720575940624291100",8,1,NA,NA
"190","720575940615488916","720575940624748937",8,1,NA,NA
"191","720575940615488916","720575940626086897",8,1,"SLP313","(97999.75, 30330.28, 4257)"
"192","720575940615488916","720575940630879917",8,1,NA,NA
"193","720575940615488916","720575940640269000",8,1,NA,NA
"194","720575940615488916","720575940644958340",8,1,"DL4_adPN","(120864.96, 59917.8625, 1494)"
"195","720575940616942494","720575940542242190",8,1,NA,NA
"196","720575940616942494","720575940585492140",8,1,NA,NA
"197","720575940616942494","720575940603354656",8,1,"LHPV4j1_a","(90909.5, 34452.5, 4592)"
"198","720575940616942494","720575940608725232",8,1,NA,NA
"199","720575940616942494","720575940613250205",8,1,NA,NA
"200","720575940616942494","720575940613282944",8,1,NA,NA
"201","720575940616942494","720575940614119029",8,1,NA,NA
"202","720575940616942494","720575940615761542",8,1,NA,NA
"203","720575940616942494","720575940618337520",8,1,NA,NA
"204","720575940616942494","720575940620428351",8,1,NA,NA
"205","720575940616942494","720575940627966777",8,1,NA,NA
"206","720575940616942494","720575940629743056",8,1,NA,NA
"207","720575940616942494","720575940632828388",8,1,NA,NA
"208","720575940616942494","720575940632864740",8,1,NA,NA
"209","720575940616942494","720575940637899648",8,1,"FB2I_b","(154463, 34848.1175, 3796)"
"210","720575940615488916","720575940408287422",7,1,NA,NA
"211","720575940615488916","720575940486338958",7,1,NA,NA
"212","720575940615488916","720575940587616554",7,1,NA,NA
"213","720575940615488916","720575940590255910",7,1,NA,NA
"214","720575940615488916","720575940592580567",7,1,NA,NA
"215","720575940615488916","720575940597621023",7,1,NA,NA
"216","720575940615488916","720575940599204747",7,1,NA,NA
"217","720575940615488916","720575940600385942",7,1,NA,NA
"218","720575940615488916","720575940601585447",7,1,NA,NA
"219","720575940615488916","720575940603057690",7,1,NA,NA
"220","720575940615488916","720575940603354656",7,1,"LHPV4j1_a","(90909.5, 34452.5, 4592)"
"221","720575940615488916","720575940608647726",7,1,NA,NA
"222","720575940615488916","720575940611414680",7,1,NA,NA
"223","720575940615488916","720575940616463936",7,1,"DN","(138231, 83158, 5798)"
"224","720575940615488916","720575940621117695",7,1,NA,NA
"225","720575940615488916","720575940621231103",7,1,NA,NA
"226","720575940615488916","720575940621272127",7,1,NA,NA
"227","720575940615488916","720575940621925384",7,1,NA,NA
"228","720575940615488916","720575940625454418",7,1,"LHMB1","94167, 44072, 4476"
"229","720575940615488916","720575940626983783",7,1,NA,NA
"230","720575940615488916","720575940627311097",7,1,NA,NA
"231","720575940615488916","720575940627961911",7,1,NA,NA
"232","720575940615488916","720575940628506575",7,1,"LHPV2a1_d","(94189.7, 42487.6825, 4450)"
"233","720575940615488916","720575940629253955",7,1,NA,NA
"234","720575940615488916","720575940630428371",7,1,"DL2d_adPN","(112204.8125, 54360.075, 1520)"
"235","720575940615488916","720575940630875637",7,1,NA,NA
"236","720575940615488916","720575940632095972",7,1,NA,NA
"237","720575940615488916","720575940632815844",7,1,NA,NA
"238","720575940615488916","720575940650698113",7,1,NA,NA
"239","720575940616942494","720575940474646057",7,1,NA,NA
"240","720575940616942494","720575940489171177",7,1,NA,NA
"241","720575940616942494","720575940587586602",7,1,NA,NA
"242","720575940616942494","720575940590269794",7,1,NA,NA
"243","720575940616942494","720575940590273890",7,1,NA,NA
"244","720575940616942494","720575940594843350",7,1,NA,NA
"245","720575940616942494","720575940597349442",7,1,NA,NA
"246","720575940616942494","720575940604678378",7,1,NA,NA
"247","720575940616942494","720575940606621333",7,1,NA,NA
"248","720575940616942494","720575940608676592",7,1,NA,NA
"249","720575940616942494","720575940611976755",7,1,NA,NA
"250","720575940616942494","720575940612383680",7,1,NA,NA
"251","720575940616942494","720575940612579986",7,1,NA,NA
"252","720575940616942494","720575940615356902",7,1,"FB2I_a","(112886.6325, 31438.05, 3903)"
"253","720575940616942494","720575940615477629",7,1,NA,NA
"254","720575940616942494","720575940615790427",7,1,NA,NA
"255","720575940616942494","720575940617640139",7,1,NA,NA
"256","720575940616942494","720575940619056624",7,1,NA,NA
"257","720575940616942494","720575940619882017",7,1,NA,NA
"258","720575940616942494","720575940622198792",7,1,NA,NA
"259","720575940616942494","720575940622633108",7,1,NA,NA
"260","720575940616942494","720575940625724584",7,1,NA,NA
"261","720575940616942494","720575940625928032",7,1,NA,NA
"262","720575940616942494","720575940628393211",7,1,"PLP124","(99714.6175, 38637.1125, 4966)"
"263","720575940616942494","720575940628506575",7,1,"LHPV2a1_d","(94189.7, 42487.6825, 4450)"
"264","720575940616942494","720575940635635689",7,1,NA,NA
"265","720575940616942494","720575940638057508",7,1,NA,NA
"266","720575940616942494","720575940639928461",7,1,NA,NA
"267","720575940616942494","720575940641571272",7,1,"LHPV2a1_a","(98191, 40280.25, 4778)"
"268","720575940616942494","720575940641874376",7,1,NA,NA
"269","720575940616942494","720575940649480321",7,1,NA,NA
"270","720575940616942494","720575940652727457",7,1,"LHPV4g2","(96663.61, 37315.4725, 4940)"
"271","720575940616942494","720575940655603073",7,1,NA,NA
"272","720575940615488916","720575940380005802",6,1,NA,NA
"273","720575940615488916","720575940412348492",6,1,NA,NA
"274","720575940615488916","720575940416076525",6,1,NA,NA
"275","720575940615488916","720575940432599057",6,1,NA,NA
"276","720575940615488916","720575940433917923",6,1,NA,NA
"277","720575940615488916","720575940465250216",6,1,NA,NA
"278","720575940615488916","720575940465930924",6,1,NA,NA
"279","720575940615488916","720575940468521392",6,1,NA,NA
"280","720575940615488916","720575940477465527",6,1,NA,NA
"281","720575940615488916","720575940485990288",6,1,NA,NA
"282","720575940615488916","720575940536212512",6,1,NA,NA
"283","720575940615488916","720575940559110739",6,1,NA,NA
"284","720575940615488916","720575940575153074",6,1,NA,NA
"285","720575940615488916","720575940585183278",6,1,NA,NA
"286","720575940615488916","720575940591090655",6,1,NA,NA
"287","720575940615488916","720575940597616671",6,1,NA,NA
"288","720575940615488916","720575940598211492",6,1,NA,NA
"289","720575940615488916","720575940598332562",6,1,NA,NA
"290","720575940615488916","720575940599198603",6,1,NA,NA
"291","720575940615488916","720575940601507879",6,1,NA,NA
"292","720575940615488916","720575940603660590",6,1,NA,NA
"293","720575940615488916","720575940609315534",6,1,NA,NA
"294","720575940615488916","720575940610604618",6,1,NA,NA
"295","720575940615488916","720575940610695190",6,1,NA,NA
"296","720575940615488916","720575940611357477",6,1,NA,NA
"297","720575940615488916","720575940612283303",6,1,NA,NA
"298","720575940615488916","720575940612579986",6,1,NA,NA
"299","720575940615488916","720575940613444673",6,1,NA,NA
"300","720575940615488916","720575940613590768",6,1,NA,NA
"301","720575940615488916","720575940614599848",6,1,NA,NA
"302","720575940615488916","720575940615289181",6,1,NA,NA
"303","720575940615488916","720575940615857691",6,1,NA,NA
"304","720575940615488916","720575940617330301",6,1,NA,NA
"305","720575940615488916","720575940617712075",6,1,"LHPV4j1_b","(90653.46, 35487.4175, 4679)"
"306","720575940615488916","720575940618337520",6,1,NA,NA
"307","720575940615488916","720575940619949737",6,1,NA,NA
"308","720575940615488916","720575940621273407",6,1,NA,NA
"309","720575940615488916","720575940621279807",6,1,NA,NA
"310","720575940615488916","720575940621730567",6,1,NA,NA
"311","720575940615488916","720575940624289564",6,1,NA,NA
"312","720575940615488916","720575940624297624",6,1,NA,NA
"313","720575940615488916","720575940625685992",6,1,"VP1l+VP3_ilPN","(121232.415, 76461.04, 3362)"
"314","720575940615488916","720575940626496272",6,1,"lLN1_a","(112841, 56444.25, 1372)"
"315","720575940615488916","720575940628966987",6,1,NA,NA
"316","720575940615488916","720575940632553879",6,1,"M_adPNm3","(119742.36, 65038.035, 1924)"
"317","720575940615488916","720575940635076068",6,1,NA,NA
"318","720575940615488916","720575940635561205",6,1,NA,NA
"319","720575940615488916","720575940650233846",6,1,"lLN2T_a","(110635.45, 54614.735, 1321)"
"320","720575940615488916","720575940656957057",6,1,NA,NA
"321","720575940616942494","720575940442957182",6,1,NA,NA
"322","720575940616942494","720575940449938255",6,1,NA,NA
"323","720575940616942494","720575940462238877",6,1,NA,NA
"324","720575940616942494","720575940481963538",6,1,NA,NA
"325","720575940616942494","720575940513226084",6,1,NA,NA
"326","720575940616942494","720575940536093984",6,1,NA,NA
"327","720575940616942494","720575940562459161",6,1,NA,NA
"328","720575940616942494","720575940574283323",6,1,NA,NA
"329","720575940616942494","720575940574297147",6,1,NA,NA
"330","720575940616942494","720575940582481345",6,1,NA,NA
"331","720575940616942494","720575940585723120",6,1,NA,NA
"332","720575940616942494","720575940586537771",6,1,NA,NA
"333","720575940616942494","720575940587177588",6,1,NA,NA
"334","720575940616942494","720575940588162365",6,1,NA,NA
"335","720575940616942494","720575940594232025",6,1,NA,NA
"336","720575940616942494","720575940594245081",6,1,NA,NA
"337","720575940616942494","720575940594246873",6,1,NA,NA
"338","720575940616942494","720575940594255065",6,1,NA,NA
"339","720575940616942494","720575940595904997",6,1,NA,NA
"340","720575940616942494","720575940598829748",6,1,NA,NA
"341","720575940616942494","720575940599112844",6,1,NA,NA
"342","720575940616942494","720575940600795943",6,1,NA,NA
"343","720575940616942494","720575940600835879",6,1,NA,NA
"344","720575940616942494","720575940604363144",6,1,NA,NA
"345","720575940616942494","720575940604655253",6,1,NA,NA
"346","720575940616942494","720575940604705002",6,1,NA,NA
"347","720575940616942494","720575940612280448",6,1,NA,NA
"348","720575940616942494","720575940612350718",6,1,NA,NA
"349","720575940616942494","720575940613658685",6,1,NA,NA
"350","720575940616942494","720575940613725757",6,1,NA,NA
"351","720575940616942494","720575940613788210",6,1,NA,NA
"352","720575940616942494","720575940614134045",6,1,"ALIN3","(97777.21, 48677.515, 4377)"
"353","720575940616942494","720575940614424837",6,1,NA,NA
"354","720575940616942494","720575940614629056",6,1,NA,NA
"355","720575940616942494","720575940615137919",6,1,NA,NA
"356","720575940616942494","720575940615318696",6,1,NA,NA
"357","720575940616942494","720575940615786480",6,1,NA,NA
"358","720575940616942494","720575940617396187",6,1,NA,NA
"359","720575940616942494","720575940619080118",6,1,NA,NA
"360","720575940616942494","720575940619418294",6,1,"LHPD2a6","(100784.235, 36849.255, 3879)"
"361","720575940616942494","720575940621117695",6,1,NA,NA
"362","720575940616942494","720575940621597365",6,1,NA,NA
"363","720575940616942494","720575940622576115",6,1,"LHPV5j1","(96440.25, 40083, 5171)"
"364","720575940616942494","720575940630624339",6,1,NA,NA
"365","720575940616942494","720575940634646446",6,1,NA,NA
"366","720575940616942494","720575940635688169",6,1,NA,NA
"367","720575940616942494","720575940644958340",6,1,"DL4_adPN","(120864.96, 59917.8625, 1494)"
"368","720575940616942494","720575940656822913",6,1,NA,NA
