"","query","pre_id","weight","n","type","xyz"
"95","720575940624171838","720575940621108799",9,1,NA,NA
"96","720575940624171838","720575940630184787",9,1,"SAD066","(111498.5, 67237.25, 2844)"
"97","720575940624171838","720575940652618145",9,1,NA,NA
"98","720575940615096891","720575940605781819",8,1,NA,NA
"99","720575940615096891","720575940619807732",8,1,NA,NA
"100","720575940615096891","720575940620253064",8,1,NA,NA
"101","720575940615096891","720575940621983979",8,1,NA,NA
"102","720575940615096891","720575940627751168",8,1,NA,NA
"103","720575940615096891","720575940628999439",8,1,"AN","(131539, 79027, 5798)"
"104","720575940624171838","720575940587529011",8,1,NA,NA
"105","720575940624171838","720575940615819009",8,1,NA,NA
"106","720575940624171838","720575940618008144",8,1,NA,NA
"107","720575940624171838","720575940621854391",8,1,NA,NA
"108","720575940624171838","720575940622894012",8,1,NA,NA
"109","720575940624171838","720575940624076730",8,1,NA,NA
"110","720575940624171838","720575940624965406",8,1,NA,NA
"111","720575940624171838","720575940625813248",8,1,NA,NA
"112","720575940624171838","720575940630210863",8,1,NA,NA
"113","720575940624171838","720575940630328607",8,1,NA,NA
"114","720575940615096891","720575940596176582",7,1,NA,NA
"115","720575940615096891","720575940603918769",7,1,NA,NA
"116","720575940615096891","720575940610112665",7,1,NA,NA
"117","720575940615096891","720575940611004414",7,1,NA,NA
"118","720575940615096891","720575940618034480",7,1,NA,NA
"119","720575940615096891","720575940625264186",7,1,NA,NA
"120","720575940615096891","720575940625684040",7,1,NA,NA
"121","720575940624171838","720575940616624182",7,1,NA,NA
"122","720575940624171838","720575940616999687",7,1,NA,NA
"123","720575940624171838","720575940617710936",7,1,NA,NA
"124","720575940624171838","720575940617801351",7,1,NA,NA
"125","720575940624171838","720575940620483988",7,1,NA,NA
"126","720575940624171838","720575940620831768",7,1,NA,NA
"127","720575940624171838","720575940624284772",7,1,"LHCENT10#1","180976, 52044, 2372"
"128","720575940624171838","720575940625900544",7,1,NA,NA
"129","720575940624171838","720575940626961767",7,1,NA,NA
"130","720575940624171838","720575940628801743",7,1,"DN","(133822, 84732, 5798)"
"131","720575940624171838","720575940629106959",7,1,NA,NA
"132","720575940624171838","720575940635348708",7,1,NA,NA
"133","720575940624171838","720575940636320929",7,1,NA,NA
"134","720575940624171838","720575940647678329",7,1,NA,NA
"135","720575940615096891","720575940578527508",6,1,NA,NA
"136","720575940615096891","720575940604720580",6,1,NA,NA
"137","720575940615096891","720575940608035374",6,1,NA,NA
"138","720575940615096891","720575940609138210",6,1,NA,NA
"139","720575940615096891","720575940610442666",6,1,"LHPD2a1","(98702.375, 34664.3825, 3867)"
"140","720575940615096891","720575940612476677",6,1,NA,NA
"141","720575940615096891","720575940612822616",6,1,NA,NA
"142","720575940615096891","720575940613158217",6,1,NA,NA
"143","720575940615096891","720575940613964641",6,1,NA,NA
"144","720575940615096891","720575940615841826",6,1,NA,NA
"145","720575940615096891","720575940617672194",6,1,NA,NA
"146","720575940615096891","720575940621192959",6,1,NA,NA
"147","720575940615096891","720575940622143997",6,1,"DP1l_adPN","(117816.53, 63826.1675, 2069)"
"148","720575940615096891","720575940626368497",6,1,NA,NA
"149","720575940615096891","720575940630007948",6,1,"lLN2T_c","(113494.5, 57781.75, 1396)"
"150","720575940624171838","720575940601508856",6,1,NA,NA
"151","720575940624171838","720575940602450302",6,1,NA,NA
"152","720575940624171838","720575940606473685",6,1,NA,NA
"153","720575940624171838","720575940609549937",6,1,NA,NA
"154","720575940624171838","720575940611887656",6,1,NA,NA
"155","720575940624171838","720575940612734237",6,1,NA,NA
"156","720575940624171838","720575940615174443",6,1,NA,NA
"157","720575940624171838","720575940615491724",6,1,NA,NA
"158","720575940624171838","720575940615875485",6,1,"DN","(137512, 82467, 5798)"
"159","720575940624171838","720575940616923294",6,1,NA,NA
"160","720575940624171838","720575940617785935",6,1,NA,NA
"161","720575940624171838","720575940620531480",6,1,NA,NA
"162","720575940624171838","720575940622848333",6,1,NA,NA
"163","720575940624171838","720575940624822880",6,1,NA,NA
"164","720575940624171838","720575940624948869",6,1,NA,NA
"165","720575940624171838","720575940626913127",6,1,NA,NA
"166","720575940624171838","720575940628815301",6,1,NA,NA
"167","720575940624171838","720575940629110505",6,1,NA,NA
"168","720575940624171838","720575940629197586",6,1,NA,NA
"169","720575940624171838","720575940630065768",6,1,"OA-VUMa2","(132230.5, 72240.75, 4239)"
"170","720575940624171838","720575940630265141",6,1,NA,NA
"171","720575940624171838","720575940637281725",6,1,"OA-VUMa2","(131824.4375, 71616.805, 3521)"
